PeriodId,TurnoverRec-89
1,1.98642355945111
2,0.769751307364497
3,-1.08829783474262
4,-0.666186359905785
5,-1.66675392414253
6,-1.12455438452624
7,-1.5148067382365
8,-2.91439511538031
9,-1.99605858812988
10,-3.18168964287835
11,-2.49565318963515
12,-0.946880920993887
13,-0.38249682414967
14,-0.763192778663013
15,-0.899420990066013
16,-0.798659888952113
17,-0.188174816774433
18,-1.17571171723796
19,-0.2389483728791
Median,-0.946880920993887
Average,-0.946880920993887
