CoreFX,CoreCLR,Roslyn,Rust,Kubernetes
1,1,4,17,6
2,2,4,2,1
13,13,7,2,103
1,69,3,9,38
22,2,7,1,2
85,29,1,21,1
9,1,142,2,1
3,1,1,1,1
4,83,5,1,43
2,2,2,1,1
309,1,1,1,6
7,1,32,1,4
11,2,1,4,1
13,43,1,1,1
1,2,20,8,1
4,2,45,3,5
11,3,18,6,2
6,1,1,1,2
1,7,1,112,1
1,7,1,2,3
6,5,1,1,2
1,40,1,27,3
3,2,1,9,1
1,1,1,4,2
9,6,1,1,2
2,1,1,31,1
1,2,22,1,1
1,1,1,7,10
1,255,56,5,1
1,132,2,1,2
2,24,3,1,1
7,1,3,1,1
39,1,2,1,2
3,1,5,2,1
2,4,15,4,1
36,1,105,1,3
17,2,1,1,1
7,2,1,3,34
6,1,14,1,1
1,5,193,3,18
23,1,2,5,2
2,1,1,6,4
2,25,25,7,69
22,34,1,2,1
2,2,23,1,327
8,2,2,4,11
1,1,42,3,5
4,12,18,7,1
4,4,40,67,80
22,1,11,5,19
1,14,87,1,3
22,1,130,2,11
13,57,12,1,1
1,3,26,1,1
2,16,8,12,3
3,23,95,1,3
1,1,1,1,4
8,6,1,4,1
18,10,16,7,21
3,1,4,8,1
1,33,36,25,2
1,24,1,1,1
1,9,3,4,2
6,33,1,7,1
3,2,17,1,1
1,6,76,58,28
14,5,6,29,22
8,36,1,1,3
24,1,2,15,4
1,69,2,3,10
1,16,2,97,1
19,2,5,8,3
30,1,1,101,15
2,2,32,2,5
4,1,2,5,1
1,1,1,1,2
41,1,2,1,2
9,1,1,1,13
4,1,1,1,12
1,1,1,35,66
1,1,23,26,6
5,7,41,1,52
5,1,5,1,1
2,1,1,14,53
1,2,7,4,7
187,4,1,30,22
5,1,9,13,8
1,1,28,32,1
1,1,30,19,3
3,9,2,2,1
1,8,19,1,80
2,1,1,1,10
1,24,26,10,1
6,22,1,5,2
67,1,22,1,5
1,1,52,4,2
6,2,24,4,1
3,8,4,1,46
2,8,4,2,4
3,2,19,1,17
1,5,36,1,96
1,2,1,1,8
1,14,6,2,1
2,71,33,1,4
1,112,3,2,15
2,140,24,1,10
1,10,9,1,88
1,2,8,1,3
2,5,3,44,3
1,22,1,15,4
15,1,1,2,32
1,1,5,3,277
2,12,1,13,2
33,11,1,3,6
8,11,2,1,45
1,1,78,1,93
64,3,5,3,3
3,9,1,1,1
1,2,1,1,5
1,30,22,4,70
18,3,1,1,38
13,4,8,1,5
39,7,1,4,1
49,3,94,4,1
1,11,7,101,268
20,4,39,1,1
24,2,1,1,4
2,1,1,1,24
18,4,7,1,11
10,248,3,3,13
1,103,91,28,2
1,2,143,1,1
1,8,5,2,8
98,5,12,1,12
3,1,12,1,1
6,12,1,6,2
1,1,23,1,1
50,4,100,15,1
6,1,43,1,1
7,10,5,1,27
2,6,7,3,2
43,1,62,2,5
2,4,7,2,1
11,1,34,8,1
1,1,12,3,4
7,5,1,1,4
2,2,3,77,1
4,16,10,1,35
5,2,2,1,2
3,16,58,2,1
12,27,1,1,3
7,1,2,1,2
5,1,1,2,1
31,13,1,1,10
3,13,9,10,1
21,10,1,1,1
2,1,3,2,1
1,4,8,1,3
2,3,44,1,12
3,4,5,1,4
39,1,10,5,12
2,103,1,3,1
1,1,48,1,55
10,1,3,11,5
2,7,117,1,1
2,4,4,1,3
14,2,3,1,81
5,2,7,7,3
6,1,43,8,2
8,18,1,2,19
2,2,17,54,6
421,4,1,3,1
3,11,2,1,1
13,2,7,1,1
4,8,1,489,4
1,1,121,29,1
2,1,1,19,18
1,8,202,2,1
1,34,26,1,14
2,14,29,14,1
1,2,25,7,10
15,2,8,1,8
1,7,67,22,1
2,3,6,4,1
1,1,134,1,1
1,3,76,4,273
18,1,2,1,8
