CoreFX,CoreCLR,Roslyn,Rust,Kubernetes,KubernetesSum
,,,,25,0.6350893969
,,,,25,0.6354039533
,,,,25,0.6357185098
,,,,25,0.6360330662
,,,,25,0.6363476226
,,,,25,0.636662179
,,,,25,0.6369767354
,,,,25,0.6372912918
,,,,25,0.6376058482
,,,,25,0.6379204046
,,,,25,0.6382349611
,,,,25,0.6385495175
,,,,25,0.6388640739
,,,,25,0.6391786303
,,,,25,0.6394931867
,,,,25,0.6398077431
,,,,25,0.6401222995
,,,,25,0.6404368559
,,,,25,0.6407514124
2,1,12,44,24,0.6410533865
26,1,54,4,24,0.6413553607
35,2,11,36,24,0.6416573348
13,1,1,35,24,0.641959309
1,1,8,2,24,0.6422612831
1,49,34,4,24,0.6425632573
1,30,1,4,24,0.6428652315
68,3,10,9,24,0.6431672056
9,9,14,2,24,0.6434691798
26,13,62,14,24,0.6437711539
6,1,39,8,24,0.6440731281
15,1,80,3,24,0.6443751022
32,22,1,1,24,0.6446770764
2,3,1,18,24,0.6449790505
47,8,,1,24,0.6452810247
1,1,,5,24,0.6455829989
1,1,,2,24,0.645884973
10,,,11,24,0.6461869472
1,,,4,24,0.6464889213
3,,,2,24,0.6467908955
1,,,2,24,0.6470928696
,,,36,24,0.6473948438
,,,15,24,0.6476968179
,,,15,24,0.6479987921
,,,17,24,0.6483007663
,,,43,24,0.6486027404
,,,2,24,0.6489047146
,,,3,24,0.6492066887
,,,12,24,0.6495086629
,,,,24,0.649810637
,,,,24,0.6501126112
,,,,24,0.6504145854
,,,,24,0.6507165595
,,,,24,0.6510185337
,,,,24,0.6513205078
,,,,24,0.651622482
,,,,24,0.6519244561
,,,,24,0.6522264303
,,,,24,0.6525284044
,,,,24,0.6528303786
,,,,24,0.6531323528
,,,,24,0.6534343269
,,,,24,0.6537363011
,,,,24,0.6540382752
,,,,24,0.6543402494
,,,,24,0.6546422235
,,,,24,0.6549441977
,,,,24,0.6552461718
,,,,24,0.655548146
,,,,24,0.6558501202
,,,,24,0.6561520943
,,,,24,0.6564540685
,,,,24,0.6567560426
,,,,24,0.6570580168
,,,,24,0.6573599909
,,,,24,0.6576619651
,,,,24,0.6579639393
,,,,24,0.6582659134
,,,,24,0.6585678876
1,22,30,1,23,0.6588572795
1,2,38,31,23,0.6591466714
4,96,18,13,23,0.6594360633
2,20,69,36,23,0.6597254552
9,4,25,1,23,0.6600148471
34,1,7,19,23,0.660304239
1,7,1,1,23,0.6605936309
58,2,16,8,23,0.6608830228
3,11,1,3,23,0.6611724147
11,4,27,20,23,0.6614618066
33,24,54,2,23,0.6617511985
7,5,25,8,23,0.6620405904
2,1,,32,23,0.6623299823
10,22,,1,23,0.6626193742
5,6,,1,23,0.6629087661
1,,,3,23,0.663198158
2,,,7,23,0.6634875499
7,,,22,23,0.6637769418
6,,,10,23,0.6640663337
1,,,1,23,0.6643557256
,,,41,23,0.6646451175
,,,1,23,0.6649345094
,,,1,23,0.6652239013
,,,22,23,0.6655132932
,,,,23,0.6658026851
,,,,23,0.666092077
,,,,23,0.6663814689
,,,,23,0.6666708608
,,,,23,0.6669602527
,,,,23,0.6672496446
,,,,23,0.6675390365
,,,,23,0.6678284284
,,,,23,0.6681178202
,,,,23,0.6684072121
,,,,23,0.668696604
,,,,23,0.6689859959
,,,,23,0.6692753878
,,,,23,0.6695647797
,,,,23,0.6698541716
,,,,23,0.6701435635
,,,,23,0.6704329554
,,,,23,0.6707223473
,,,,23,0.6710117392
,,,,23,0.6713011311
,,,,23,0.671590523
,,,,23,0.6718799149
,,,,23,0.6721693068
,,,,23,0.6724586987
,,,,23,0.6727480906
,,,,23,0.6730374825
,,,,23,0.6733268744
,,,,23,0.6736162663
7,1,57,1,22,0.673893076
1,3,12,27,22,0.6741698856
19,1,1,13,22,0.6744466953
1,11,2,1,22,0.6747235049
9,8,43,30,22,0.6750003146
25,26,1,1,22,0.6752771242
1,60,10,8,22,0.6755539338
20,8,83,14,22,0.6758307435
1,1,44,1,22,0.6761075531
2,6,13,16,22,0.6763843628
1,48,25,38,22,0.6766611724
1,7,10,8,22,0.6769379821
11,16,13,1,22,0.6772147917
1,6,,40,22,0.6774916013
26,,,1,22,0.677768411
12,,,1,22,0.6780452206
2,,,30,22,0.6783220303
1,,,58,22,0.6785988399
,,,16,22,0.6788756496
,,,9,22,0.6791524592
,,,1,22,0.6794292688
,,,1,22,0.6797060785
,,,2,22,0.6799828881
,,,,22,0.6802596978
,,,,22,0.6805365074
,,,,22,0.6808133171
,,,,22,0.6810901267
,,,,22,0.6813669363
,,,,22,0.681643746
,,,,22,0.6819205556
,,,,22,0.6821973653
,,,,22,0.6824741749
,,,,22,0.6827509846
,,,,22,0.6830277942
,,,,22,0.6833046038
,,,,22,0.6835814135
,,,,22,0.6838582231
,,,,22,0.6841350328
,,,,22,0.6844118424
,,,,22,0.6846886521
,,,,22,0.6849654617
,,,,22,0.6852422713
,,,,22,0.685519081
,,,,22,0.6857958906
,,,,22,0.6860727003
,,,,22,0.6863495099
,,,,22,0.6866263196
,,,,22,0.6869031292
,,,,22,0.6871799389
,,,,22,0.6874567485
,,,,22,0.6877335581
,,,,22,0.6880103678
,,,,22,0.6882871774
,,,,22,0.6885639871
,,,,22,0.6888407967
,,,,22,0.6891176064
,,,,22,0.689394416
,,,,22,0.6896712256
,,,,22,0.6899480353
,,,,22,0.6902248449
,,,,22,0.6905016546
,,,,22,0.6907784642
,,,,22,0.6910552739
,,,,22,0.6913320835
1,5,13,2,21,0.6915963109
4,46,14,64,21,0.6918605383
32,2,81,2,21,0.6921247657
27,34,48,17,21,0.692388993
16,9,2,1,21,0.6926532204
76,1,19,12,21,0.6929174478
8,2,6,19,21,0.6931816752
5,7,62,16,21,0.6934459026
1,9,1,28,21,0.69371013
6,22,12,28,21,0.6939743574
7,29,6,20,21,0.6942385847
1,10,,1,21,0.6945028121
19,1,,1,21,0.6947670395
13,1,,11,21,0.6950312669
8,1,,1,21,0.6952954943
1,1,,2,21,0.6955597217
1,,,4,21,0.6958239491
52,,,1,21,0.6960881765
9,,,24,21,0.6963524038
2,,,1,21,0.6966166312
1,,,3,21,0.6968808586
1,,,37,21,0.697145086
1,,,23,21,0.6974093134
1,,,3,21,0.6976735408
2,,,36,21,0.6979377682
17,,,4,21,0.6982019955
,,,4,21,0.6984662229
,,,19,21,0.6987304503
,,,1,21,0.6989946777
,,,,21,0.6992589051
,,,,21,0.6995231325
,,,,21,0.6997873599
,,,,21,0.7000515873
,,,,21,0.7003158146
,,,,21,0.700580042
,,,,21,0.7008442694
,,,,21,0.7011084968
,,,,21,0.7013727242
,,,,21,0.7016369516
,,,,21,0.701901179
,,,,21,0.7021654063
,,,,21,0.7024296337
,,,,21,0.7026938611
,,,,21,0.7029580885
,,,,21,0.7032223159
,,,,21,0.7034865433
,,,,21,0.7037507707
,,,,21,0.704014998
,,,,21,0.7042792254
,,,,21,0.7045434528
,,,,21,0.7048076802
,,,,21,0.7050719076
,,,,21,0.705336135
,,,,21,0.7056003624
,,,,21,0.7058645898
,,,,21,0.7061288171
,,,,21,0.7063930445
,,,,21,0.7066572719
,,,,21,0.7069214993
,,,,21,0.7071857267
,,,,21,0.7074499541
,,,,21,0.7077141815
,,,,21,0.7079784088
5,31,11,2,20,0.708230054
9,1,2,15,20,0.7084816991
1,2,19,19,20,0.7087333442
2,67,11,6,20,0.7089849894
34,15,1,24,20,0.7092366345
2,11,22,4,20,0.7094882796
2,4,55,14,20,0.7097399248
77,3,1,10,20,0.7099915699
9,29,26,21,20,0.710243215
6,2,1,22,20,0.7104948601
11,32,1,22,20,0.7107465053
2,2,7,1,20,0.7109981504
45,6,2,1,20,0.7112497955
11,1,,11,20,0.7115014407
2,1,,10,20,0.7117530858
57,36,,21,20,0.7120047309
1,1,,6,20,0.7122563761
5,4,,1,20,0.7125080212
4,9,,1,20,0.7127596663
1,26,,50,20,0.7130113114
1,,,2,20,0.7132629566
1,,,36,20,0.7135146017
19,,,8,20,0.7137662468
1,,,1,20,0.714017892
5,,,6,20,0.7142695371
3,,,4,20,0.7145211822
1,,,1,20,0.7147728274
42,,,6,20,0.7150244725
,,,1,20,0.7152761176
,,,4,20,0.7155277627
,,,32,20,0.7157794079
,,,1,20,0.716031053
,,,14,20,0.7162826981
,,,,20,0.7165343433
,,,,20,0.7167859884
,,,,20,0.7170376335
,,,,20,0.7172892787
,,,,20,0.7175409238
,,,,20,0.7177925689
,,,,20,0.718044214
,,,,20,0.7182958592
,,,,20,0.7185475043
,,,,20,0.7187991494
,,,,20,0.7190507946
,,,,20,0.7193024397
,,,,20,0.7195540848
,,,,20,0.71980573
,,,,20,0.7200573751
,,,,20,0.7203090202
,,,,20,0.7205606653
,,,,20,0.7208123105
,,,,20,0.7210639556
,,,,20,0.7213156007
,,,,20,0.7215672459
,,,,20,0.721818891
,,,,20,0.7220705361
,,,,20,0.7223221813
,,,,20,0.7225738264
,,,,20,0.7228254715
18,1,32,19,19,0.7230645344
70,30,1,8,19,0.7233035973
1,9,86,8,19,0.7235426601
1,35,57,3,19,0.723781723
21,23,86,1,19,0.7240207859
1,2,64,1,19,0.7242598488
5,7,20,1,19,0.7244989116
10,6,1,35,19,0.7247379745
2,19,1,1,19,0.7249770374
25,4,32,1,19,0.7252161003
28,2,8,3,19,0.7254551631
25,6,1,2,19,0.725694226
4,2,9,1,19,0.7259332889
3,18,6,10,19,0.7261723517
13,1,1,1,19,0.7264114146
1,1,1,54,19,0.7266504775
7,10,10,2,19,0.7268895404
2,1,1,8,19,0.7271286032
18,5,1,1,19,0.7273676661
4,51,37,1,19,0.727606729
3,54,59,5,19,0.7278457919
9,13,29,10,19,0.7280848547
31,1,16,1,19,0.7283239176
1,7,47,1,19,0.7285629805
2,45,,26,19,0.7288020434
1,1,,1,19,0.7290411062
4,1,,68,19,0.7292801691
28,2,,14,19,0.729519232
160,,,1,19,0.7297582949
27,,,24,19,0.7299973577
1,,,28,19,0.7302364206
14,,,15,19,0.7304754835
1,,,12,19,0.7307145463
71,,,1,19,0.7309536092
1,,,28,19,0.7311926721
3,,,2,19,0.731431735
11,,,1,19,0.7316707978
2,,,2,19,0.7319098607
5,,,1,19,0.7321489236
,,,18,19,0.7323879865
,,,5,19,0.7326270493
,,,9,19,0.7328661122
,,,1,19,0.7331051751
,,,8,19,0.733344238
,,,,19,0.7335833008
,,,,19,0.7338223637
,,,,19,0.7340614266
,,,,19,0.7343004894
,,,,19,0.7345395523
,,,,19,0.7347786152
,,,,19,0.7350176781
,,,,19,0.7352567409
,,,,19,0.7354958038
,,,,19,0.7357348667
,,,,19,0.7359739296
,,,,19,0.7362129924
,,,,19,0.7364520553
,,,,19,0.7366911182
,,,,19,0.7369301811
,,,,19,0.7371692439
,,,,19,0.7374083068
,,,,19,0.7376473697
,,,,19,0.7378864326
,,,,19,0.7381254954
,,,,19,0.7383645583
,,,,19,0.7386036212
,,,,19,0.738842684
,,,,19,0.7390817469
,,,,19,0.7393208098
,,,,19,0.7395598727
,,,,19,0.7397989355
,,,,19,0.7400379984
,,,,19,0.7402770613
,,,,19,0.7405161242
,,,,19,0.740755187
,,,,19,0.7409942499
,,,,19,0.7412333128
,,,,19,0.7414723757
,,,,19,0.7417114385
,,,,19,0.7419505014
,,,,19,0.7421895643
,,,,19,0.7424286271
,,,,19,0.74266769
,,,,19,0.7429067529
,,,,19,0.7431458158
,,,,19,0.7433848786
16,1,1,49,18,0.7436113593
1,1,40,76,18,0.7438378399
21,1,4,32,18,0.7440643205
7,6,1,25,18,0.7442908011
22,49,11,1,18,0.7445172817
3,6,39,1,18,0.7447437623
2,14,1,33,18,0.744970243
13,10,34,28,18,0.7451967236
37,7,43,1,18,0.7454232042
2,1,50,18,18,0.7456496848
28,1,27,15,18,0.7458761654
1,16,26,1,18,0.746102646
280,7,3,6,18,0.7463291267
109,3,62,13,18,0.7465556073
1,14,43,4,18,0.7467820879
9,13,1,2,18,0.7470085685
1,2,1,8,18,0.7472350491
13,1,50,34,18,0.7474615298
1,14,,12,18,0.7476880104
5,1,,43,18,0.747914491
13,61,,1,18,0.7481409716
7,1,,1,18,0.7483674522
1,,,55,18,0.7485939328
86,,,2,18,0.7488204135
3,,,13,18,0.7490468941
187,,,4,18,0.7492733747
3,,,1,18,0.7494998553
5,,,25,18,0.7497263359
2,,,1,18,0.7499528165
,,,23,18,0.7501792972
,,,1,18,0.7504057778
,,,3,18,0.7506322584
,,,57,18,0.750858739
,,,36,18,0.7510852196
,,,1,18,0.7513117002
,,,8,18,0.7515381809
,,,1,18,0.7517646615
,,,12,18,0.7519911421
,,,1,18,0.7522176227
,,,23,18,0.7524441033
,,,21,18,0.7526705839
,,,,18,0.7528970646
,,,,18,0.7531235452
,,,,18,0.7533500258
,,,,18,0.7535765064
,,,,18,0.753802987
,,,,18,0.7540294676
,,,,18,0.7542559483
,,,,18,0.7544824289
,,,,18,0.7547089095
,,,,18,0.7549353901
,,,,18,0.7551618707
,,,,18,0.7553883513
,,,,18,0.755614832
,,,,18,0.7558413126
,,,,18,0.7560677932
,,,,18,0.7562942738
,,,,18,0.7565207544
,,,,18,0.756747235
,,,,18,0.7569737157
,,,,18,0.7572001963
,,,,18,0.7574266769
,,,,18,0.7576531575
,,,,18,0.7578796381
,,,,18,0.7581061188
,,,,18,0.7583325994
,,,,18,0.75855908
,,,,18,0.7587855606
,,,,18,0.7590120412
,,,,18,0.7592385218
,,,,18,0.7594650025
,,,,18,0.7596914831
,,,,18,0.7599179637
,,,,18,0.7601444443
,,,,18,0.7603709249
,,,,18,0.7605974055
,,,,18,0.7608238862
,,,,18,0.7610503668
,,,,18,0.7612768474
,,,,18,0.761503328
45,4,78,50,17,0.7617172264
27,17,13,1,17,0.7619311247
1,4,2,11,17,0.7621450231
5,1,59,16,17,0.7623589214
9,2,60,29,17,0.7625728198
9,30,7,2,17,0.7627867182
5,31,13,37,17,0.7630006165
4,54,1,3,17,0.7632145149
1,7,41,15,17,0.7634284133
32,1,6,5,17,0.7636423116
1,33,48,25,17,0.76385621
1,1,13,11,17,0.7640701083
7,8,7,1,17,0.7642840067
6,6,17,10,17,0.7644979051
141,81,1,8,17,0.7647118034
2,1,23,1,17,0.7649257018
1,1,1,1,17,0.7651396001
4,49,49,1,17,0.7653534985
1,6,28,9,17,0.7655673969
2,24,70,4,17,0.7657812952
5,24,26,5,17,0.7659951936
3,17,50,4,17,0.7662090919
13,51,,73,17,0.7664229903
3,8,,1,17,0.7666368887
7,1,,1,17,0.766850787
9,2,,4,17,0.7670646854
4,27,,1,17,0.7672785837
10,12,,6,17,0.7674924821
1,27,,7,17,0.7677063805
1,12,,1,17,0.7679202788
1,,,1,17,0.7681341772
1,,,17,17,0.7683480755
5,,,17,17,0.7685619739
15,,,13,17,0.7687758723
1,,,5,17,0.7689897706
,,,2,17,0.769203669
,,,4,17,0.7694175673
,,,10,17,0.7696314657
,,,4,17,0.7698453641
,,,1,17,0.7700592624
,,,1,17,0.7702731608
,,,1,17,0.7704870591
,,,1,17,0.7707009575
,,,1,17,0.7709148559
,,,,17,0.7711287542
,,,,17,0.7713426526
,,,,17,0.771556551
,,,,17,0.7717704493
,,,,17,0.7719843477
,,,,17,0.772198246
,,,,17,0.7724121444
,,,,17,0.7726260428
,,,,17,0.7728399411
,,,,17,0.7730538395
,,,,17,0.7732677378
,,,,17,0.7734816362
,,,,17,0.7736955346
,,,,17,0.7739094329
,,,,17,0.7741233313
,,,,17,0.7743372296
,,,,17,0.774551128
,,,,17,0.7747650264
,,,,17,0.7749789247
,,,,17,0.7751928231
,,,,17,0.7754067214
,,,,17,0.7756206198
,,,,17,0.7758345182
,,,,17,0.7760484165
,,,,17,0.7762623149
,,,,17,0.7764762132
,,,,17,0.7766901116
,,,,17,0.77690401
,,,,17,0.7771179083
,,,,17,0.7773318067
,,,,17,0.777545705
,,,,17,0.7777596034
,,,,17,0.7779735018
,,,,17,0.7781874001
,,,,17,0.7784012985
,,,,17,0.7786151968
,,,,17,0.7788290952
,,,,17,0.7790429936
,,,,17,0.7792568919
,,,,17,0.7794707903
,,,,17,0.7796846887
,,,,17,0.779898587
,,,,17,0.7801124854
,,,,17,0.7803263837
,,,,17,0.7805402821
,,,,17,0.7807541805
,,,,17,0.7809680788
,,,,17,0.7811819772
,,,,17,0.7813958755
,,,,17,0.7816097739
,,,,17,0.7818236723
,,,,17,0.7820375706
1,5,9,14,16,0.7822388867
11,7,2,48,16,0.7824402028
24,1,1,27,16,0.7826415189
53,58,3,22,16,0.782842835
4,10,8,1,16,0.7830441511
20,33,4,8,16,0.7832454672
139,39,1,16,16,0.7834467833
25,13,1,1,16,0.7836480995
1,2,24,26,16,0.7838494156
1,1,46,21,16,0.7840507317
51,16,24,14,16,0.7842520478
10,10,13,15,16,0.7844533639
65,5,1,1,16,0.78465468
5,7,1,11,16,0.7848559961
53,1,1,16,16,0.7850573122
3,4,47,1,16,0.7852586283
1,1,72,1,16,0.7854599444
2,1,38,11,16,0.7856612605
3,18,40,4,16,0.7858625766
4,20,1,10,16,0.7860638927
3,31,6,3,16,0.7862652088
1,7,1,20,16,0.7864665249
30,1,9,1,16,0.786667841
2,3,54,29,16,0.7868691571
5,12,4,1,16,0.7870704732
24,9,8,37,16,0.7872717893
22,2,8,11,16,0.7874731054
28,7,,37,16,0.7876744215
16,4,,15,16,0.7878757376
2,1,,1,16,0.7880770537
8,5,,2,16,0.7882783698
26,,,21,16,0.7884796859
12,,,4,16,0.7886810021
28,,,1,16,0.7888823182
1,,,2,16,0.7890836343
3,,,3,16,0.7892849504
4,,,1,16,0.7894862665
13,,,2,16,0.7896875826
1,,,1,16,0.7898888987
1,,,6,16,0.7900902148
,,,4,16,0.7902915309
,,,20,16,0.790492847
,,,5,16,0.7906941631
,,,24,16,0.7908954792
,,,6,16,0.7910967953
,,,5,16,0.7912981114
,,,36,16,0.7914994275
,,,,16,0.7917007436
,,,,16,0.7919020597
,,,,16,0.7921033758
,,,,16,0.7923046919
,,,,16,0.792506008
,,,,16,0.7927073241
,,,,16,0.7929086402
,,,,16,0.7931099563
,,,,16,0.7933112724
,,,,16,0.7935125885
,,,,16,0.7937139047
,,,,16,0.7939152208
,,,,16,0.7941165369
,,,,16,0.794317853
,,,,16,0.7945191691
,,,,16,0.7947204852
,,,,16,0.7949218013
,,,,16,0.7951231174
,,,,16,0.7953244335
,,,,16,0.7955257496
,,,,16,0.7957270657
,,,,16,0.7959283818
,,,,16,0.7961296979
,,,,16,0.796331014
,,,,16,0.7965323301
,,,,16,0.7967336462
,,,,16,0.7969349623
,,,,16,0.7971362784
,,,,16,0.7973375945
,,,,16,0.7975389106
,,,,16,0.7977402267
,,,,16,0.7979415428
,,,,16,0.7981428589
,,,,16,0.798344175
,,,,16,0.7985454911
,,,,16,0.7987468073
,,,,16,0.7989481234
,,,,16,0.7991494395
,,,,16,0.7993507556
,,,,16,0.7995520717
,,,,16,0.7997533878
,,,,16,0.7999547039
,,,,16,0.80015602
,,,,16,0.8003573361
,,,,16,0.8005586522
,,,,16,0.8007599683
,,,,16,0.8009612844
,,,,16,0.8011626005
,,,,16,0.8013639166
,,,,16,0.8015652327
,,,,16,0.8017665488
,,,,16,0.8019678649
,,,,16,0.802169181
,,,,16,0.8023704971
,,,,16,0.8025718132
,,,,16,0.8027731293
,,,,16,0.8029744454
,,,,16,0.8031757615
,,,,16,0.8033770776
,,,,16,0.8035783937
19,1,1,1,15,0.8037671276
1,2,25,1,15,0.8039558614
33,5,1,4,15,0.8041445953
4,9,2,1,15,0.8043333291
18,10,7,27,15,0.804522063
1,10,2,1,15,0.8047107968
9,3,8,2,15,0.8048995307
9,1,20,2,15,0.8050882645
4,1,52,36,15,0.8052769984
27,28,2,29,15,0.8054657322
1,1,45,1,15,0.8056544661
1,1,10,34,15,0.8058431999
7,49,2,1,15,0.8060319338
2,66,45,4,15,0.8062206676
2,5,6,24,15,0.8064094015
1,15,3,15,15,0.8065981353
18,1,20,14,15,0.8067868692
38,1,37,43,15,0.806975603
1,9,42,7,15,0.8071643369
1,28,55,27,15,0.8073530707
79,17,31,9,15,0.8075418045
22,4,34,1,15,0.8077305384
5,2,,9,15,0.8079192722
2,1,,35,15,0.8081080061
1,1,,2,15,0.8082967399
13,1,,7,15,0.8084854738
14,37,,63,15,0.8086742076
8,3,,1,15,0.8088629415
2,60,,40,15,0.8090516753
59,16,,12,15,0.8092404092
9,,,28,15,0.809429143
71,,,6,15,0.8096178769
11,,,17,15,0.8098066107
2,,,1,15,0.8099953446
8,,,1,15,0.8101840784
1,,,1,15,0.8103728123
18,,,1,15,0.8105615461
,,,4,15,0.81075028
,,,1,15,0.8109390138
,,,14,15,0.8111277477
,,,32,15,0.8113164815
,,,40,15,0.8115052153
,,,34,15,0.8116939492
,,,,15,0.811882683
,,,,15,0.8120714169
,,,,15,0.8122601507
,,,,15,0.8124488846
,,,,15,0.8126376184
,,,,15,0.8128263523
,,,,15,0.8130150861
,,,,15,0.81320382
,,,,15,0.8133925538
,,,,15,0.8135812877
,,,,15,0.8137700215
,,,,15,0.8139587554
,,,,15,0.8141474892
,,,,15,0.8143362231
,,,,15,0.8145249569
,,,,15,0.8147136908
,,,,15,0.8149024246
,,,,15,0.8150911584
,,,,15,0.8152798923
,,,,15,0.8154686261
,,,,15,0.81565736
,,,,15,0.8158460938
,,,,15,0.8160348277
,,,,15,0.8162235615
,,,,15,0.8164122954
,,,,15,0.8166010292
,,,,15,0.8167897631
,,,,15,0.8169784969
,,,,15,0.8171672308
,,,,15,0.8173559646
,,,,15,0.8175446985
,,,,15,0.8177334323
,,,,15,0.8179221662
,,,,15,0.8181109
,,,,15,0.8182996339
,,,,15,0.8184883677
,,,,15,0.8186771016
,,,,15,0.8188658354
,,,,15,0.8190545692
,,,,15,0.8192433031
,,,,15,0.8194320369
,,,,15,0.8196207708
,,,,15,0.8198095046
,,,,15,0.8199982385
,,,,15,0.8201869723
,,,,15,0.8203757062
,,,,15,0.82056444
,,,,15,0.8207531739
,,,,15,0.8209419077
185,20,11,14,14,0.8211180593
1,30,47,7,14,0.8212942109
7,14,8,4,14,0.8214703625
45,24,24,2,14,0.8216465141
1,13,14,9,14,0.8218226657
1,34,4,51,14,0.8219988173
23,15,71,5,14,0.8221749689
9,3,24,13,14,0.8223511204
3,1,10,1,14,0.822527272
1,3,24,9,14,0.8227034236
1,9,62,3,14,0.8228795752
14,80,11,5,14,0.8230557268
6,1,3,8,14,0.8232318784
1,1,33,1,14,0.82340803
31,13,6,49,14,0.8235841816
26,35,2,28,14,0.8237603332
9,2,17,1,14,0.8239364848
1,7,1,4,14,0.8241126364
10,30,16,1,14,0.824288788
6,14,1,57,14,0.8244649395
40,2,1,17,14,0.8246410911
3,4,3,13,14,0.8248172427
15,3,,20,14,0.8249933943
1,2,,1,14,0.8251695459
30,2,,17,14,0.8253456975
12,20,,14,14,0.8255218491
1,10,,5,14,0.8256980007
5,1,,15,14,0.8258741523
1,11,,1,14,0.8260503039
2,2,,7,14,0.8262264555
1,21,,33,14,0.826402607
1,1,,40,14,0.8265787586
1,,,23,14,0.8267549102
9,,,17,14,0.8269310618
1,,,37,14,0.8271072134
6,,,2,14,0.827283365
2,,,1,14,0.8274595166
29,,,2,14,0.8276356682
7,,,2,14,0.8278118198
2,,,1,14,0.8279879714
9,,,8,14,0.828164123
1,,,19,14,0.8283402745
,,,41,14,0.8285164261
,,,20,14,0.8286925777
,,,1,14,0.8288687293
,,,1,14,0.8290448809
,,,5,14,0.8292210325
,,,5,14,0.8293971841
,,,,14,0.8295733357
,,,,14,0.8297494873
,,,,14,0.8299256389
,,,,14,0.8301017905
,,,,14,0.830277942
,,,,14,0.8304540936
,,,,14,0.8306302452
,,,,14,0.8308063968
,,,,14,0.8309825484
,,,,14,0.8311587
,,,,14,0.8313348516
,,,,14,0.8315110032
,,,,14,0.8316871548
,,,,14,0.8318633064
,,,,14,0.832039458
,,,,14,0.8322156095
,,,,14,0.8323917611
,,,,14,0.8325679127
,,,,14,0.8327440643
,,,,14,0.8329202159
,,,,14,0.8330963675
,,,,14,0.8332725191
,,,,14,0.8334486707
,,,,14,0.8336248223
,,,,14,0.8338009739
,,,,14,0.8339771255
,,,,14,0.834153277
,,,,14,0.8343294286
,,,,14,0.8345055802
,,,,14,0.8346817318
,,,,14,0.8348578834
,,,,14,0.835034035
,,,,14,0.8352101866
,,,,14,0.8353863382
,,,,14,0.8355624898
,,,,14,0.8357386414
,,,,14,0.835914793
,,,,14,0.8360909445
,,,,14,0.8362670961
,,,,14,0.8364432477
,,,,14,0.8366193993
,,,,14,0.8367955509
,,,,14,0.8369717025
,,,,14,0.8371478541
,,,,14,0.8373240057
7,1,23,2,13,0.837487575
1,14,11,4,13,0.8376511444
47,5,6,5,13,0.8378147137
3,70,28,1,13,0.837978283
51,1,18,3,13,0.8381418524
9,23,20,1,13,0.8383054217
1,1,100,19,13,0.838468991
50,34,3,31,13,0.8386325604
25,2,20,1,13,0.8387961297
55,10,43,8,13,0.838959699
62,2,47,9,13,0.8391232684
1,1,13,33,13,0.8392868377
2,11,19,34,13,0.839450407
28,1,2,12,13,0.8396139764
3,1,63,9,13,0.8397775457
11,43,1,3,13,0.839941115
1,30,7,35,13,0.8401046844
49,2,1,22,13,0.8402682537
12,1,1,6,13,0.840431823
35,9,1,4,13,0.8405953924
158,5,11,1,13,0.8407589617
2,5,31,1,13,0.840922531
32,20,6,40,13,0.8410861004
15,5,,12,13,0.8412496697
38,6,,3,13,0.8414132391
1,26,,28,13,0.8415768084
11,1,,36,13,0.8417403777
22,,,4,13,0.8419039471
1,,,4,13,0.8420675164
62,,,29,13,0.8422310857
1,,,20,13,0.8423946551
4,,,1,13,0.8425582244
,,,8,13,0.8427217937
,,,24,13,0.8428853631
,,,1,13,0.8430489324
,,,2,13,0.8432125017
,,,9,13,0.8433760711
,,,1,13,0.8435396404
,,,12,13,0.8437032097
,,,22,13,0.8438667791
,,,,13,0.8440303484
,,,,13,0.8441939177
,,,,13,0.8443574871
,,,,13,0.8445210564
,,,,13,0.8446846257
,,,,13,0.8448481951
,,,,13,0.8450117644
,,,,13,0.8451753337
,,,,13,0.8453389031
,,,,13,0.8455024724
,,,,13,0.8456660417
,,,,13,0.8458296111
,,,,13,0.8459931804
,,,,13,0.8461567498
,,,,13,0.8463203191
,,,,13,0.8464838884
,,,,13,0.8466474578
,,,,13,0.8468110271
,,,,13,0.8469745964
,,,,13,0.8471381658
,,,,13,0.8473017351
,,,,13,0.8474653044
,,,,13,0.8476288738
,,,,13,0.8477924431
,,,,13,0.8479560124
,,,,13,0.8481195818
,,,,13,0.8482831511
,,,,13,0.8484467204
,,,,13,0.8486102898
,,,,13,0.8487738591
,,,,13,0.8489374284
,,,,13,0.8491009978
,,,,13,0.8492645671
,,,,13,0.8494281364
,,,,13,0.8495917058
,,,,13,0.8497552751
,,,,13,0.8499188444
,,,,13,0.8500824138
,,,,13,0.8502459831
,,,,13,0.8504095524
,,,,13,0.8505731218
,,,,13,0.8507366911
,,,,13,0.8509002605
,,,,13,0.8510638298
,,,,13,0.8512273991
,,,,13,0.8513909685
,,,,13,0.8515545378
,,,,13,0.8517181071
,,,,13,0.8518816765
,,,,13,0.8520452458
,,,,13,0.8522088151
,,,,13,0.8523723845
,,,,13,0.8525359538
,,,,13,0.8526995231
,,,,13,0.8528630925
,,,,13,0.8530266618
,,,,13,0.8531902311
,,,,13,0.8533538005
,,,,13,0.8535173698
,,,,13,0.8536809391
,,,,13,0.8538445085
20,1,61,1,12,0.8539954956
1,1,30,9,12,0.8541464826
27,1,46,30,12,0.8542974697
48,1,2,1,12,0.8544484568
1,1,1,34,12,0.8545994439
1,1,2,52,12,0.8547504309
1,46,113,6,12,0.854901418
