CoreFX,CoreCLR,Roslyn,Rust,Kubernetes
2,35,7,3,1
3,5,15,1,1
1,1,56,3,1
1,24,16,10,7
91,5,11,1,5
13,17,16,7,2
3,31,11,1,1
1,2,1,2,10
1,1,11,15,6
2,1,12,3,6
1,13,12,4,1
5,4,17,2,1
52,5,5,1,3
1,2,7,3,1
3,27,91,1,1
38,4,12,1,1
1,37,12,2,16
9,16,15,1,1
3,9,22,1,8
9,2,14,1,2
4,7,7,9,1
1,7,37,8,7
4,7,9,4,1
1,3,11,1,1
1,1,36,2,3
9,1,6,13,1
1,12,62,2,4
6,10,15,5,6
9,1,9,4,5
1,1,1,1,8
1,2,8,2,19
4,1,1,3,16
3,9,10,2,1
3,1,10,2,4
1,2,6,4,6
29,18,8,1,1
2,17,1,2,45
5,4,7,2,5
19,1,9,3,3
8,1,1,1,2
12,14,6,5,72
4,26,9,2,4
34,9,1,1,1
5,3,11,6,11
8,6,19,4,1
1,17,7,19,7
1,9,4,1,1
23,4,4,1,8
18,10,34,2,2
47,12,8,7,1
75,4,13,1,56
1,4,11,2,11
2,8,2,1,24
1,1,15,4,5
5,13,26,2,6
18,38,51,1,13
30,1,4,2,5
3,51,16,1,1
13,1,4,1,3
16,6,41,3,12
18,40,58,1,2
8,6,12,1,3
1,2,1,1,8
34,5,25,2,3
15,2,1,10,1
13,19,23,1,3
1,26,12,2,5
17,4,1,2,2
43,3,8,2,18
38,2,9,3,1
1,5,46,1,3
16,11,29,1,2
11,2,34,1,4
2,8,14,1,1
64,5,6,6,7
1,2,60,20,5
1,5,79,1,3
8,3,21,1,26
4,9,22,1,2
11,12,28,3,15
8,6,22,45,9
4,3,46,2,21
4,3,5,9,20
15,3,8,8,8
1,36,3,1,3
19,3,19,1,7
11,1,16,1,20
1,5,1,12,4
6,1,14,52,3
34,8,12,1,1
9,7,28,2,1
38,2,14,5,28
8,9,12,1,20
2,16,1,1,2
8,7,2,2,44
7,4,20,1,8
2,2,40,1,40
30,12,13,4,2
1,6,7,2,6
1,78,1,1,44
1,55,3,1,2
2,5,8,1,7
12,13,16,1,2
7,10,1,2,5
2,9,40,3,33
1,8,14,2,2
4,4,3,3,1
3,1,1,1,14
3,1,3,6,2
8,25,6,1,6
1,3,1,4,4
3,5,1,2,39
9,4,10,2,16
4,14,5,1,6
6,1,17,2,1
3,7,2,1,3
17,5,2,1,2
124,2,8,11,1
6,9,23,3,6
21,9,1,5,3
2,4,3,1,1
7,3,20,2,58
1,12,15,2,6
1,1,8,2,1
2,2,3,10,1
1,23,20,1,30
10,1,10,1,58
1,26,16,24,12
2,9,24,3,2
14,1,18,1,3
1,2,2,1,1
1,35,3,6,2
1,2,19,4,1
1,6,4,1,21
1,15,1,2,6
3,11,24,61,54
9,1,1,16,2
15,4,6,10,10
63,4,4,1,3
4,6,11,1,6
2,19,24,2,34
4,4,25,7,128
26,8,2,1,6
9,1,6,1,17
35,1,7,2,55
15,45,2,1,44
1,3,19,6,3
8,1,31,1,1
4,5,2,2,7
1,7,4,1,66
3,7,3,1,20
1,12,13,5,7
1,10,10,1,4
15,6,2,3,1
2,17,5,1,175
7,19,1,1,2
8,1,22,1,3
6,6,3,11,2
1,9,2,1,6
9,2,1,1,24
6,5,18,1,14
1,3,12,1,29
8,12,6,1,12
52,4,10,1,1
4,1,7,1,3
1,5,5,1,2
17,11,6,3,21
43,30,1,20,1
3,6,10,1,9
198,16,21,3,4
10,11,7,6,8
9,7,1,1,2
6,6,26,1,2
76,3,2,1,5
3,1,7,5,10
31,8,2,3,2
3,9,2,1,1
3,1,11,3,20
3,1,7,3,5
19,5,52,7,1
2,1,3,2,7
26,1,6,1,1
74,1,35,5,10
77,3,7,1,3
2,9,8,5,1
1,14,2,1,30
10,1,3,1,3
1,1,6,1,6
5,1,10,5,1
11,14,2,1,1
3,20,13,77,1
8,3,64,3,4
4,15,42,4,5
6,1,2,2,2
8,8,6,6,11
42,3,2,1,1
54,5,5,2,1
1,13,9,2,3
8,21,4,3,1
23,2,8,2,2
40,6,5,6,1
7,6,7,3,19
5,1,15,8,2
1,1,3,1,8
47,2,6,1,4
54,2,4,1,20
1,24,50,14,9
1,5,25,2,40
1,2,1,4,3
5,2,12,1,2
4,2,9,6,12
58,1,6,1,73
3,3,17,8,12
86,8,51,1,3
1,14,12,2,12
11,34,34,1,8
8,38,5,1,14
52,1,7,1,1
14,40,2,3,2
8,2,3,6,2
25,2,3,7,10
25,3,17,12,2
6,24,1,1,7
22,2,6,1,1
4,4,9,1,19
14,9,10,53,7
33,17,2,2,18
4,1,2,1,1
61,1,5,1,20
3,4,31,6,8
2,9,7,2,2
2,6,1,5,4
6,3,8,3,7
9,15,8,1,1
4,4,9,3,1
10,9,7,3,9
26,1,12,5,1
9,5,15,5,173
22,1,6,2,12
2,1,6,7,48
1,5,8,2,25
2,9,15,10,1
3,5,5,6,20
29,4,9,1,1061
6,3,17,1,9
37,3,33,9,5
1,1,13,1,3
1,71,1,3,3
2,33,21,4,3
2,18,1,1,5
2,16,1,2,7
1,1,7,1,2
4,10,4,11,27
1,3,35,1,10
17,4,3,3,9
12,10,5,1,24
9,6,6,4,6
1,7,60,1,1
9,3,11,2,6
1,3,7,3,1
1,6,3,1,15
13,1,15,1,1
2,3,38,40,2
1,17,9,2,27
6,1,16,1,1
7,1,7,8,26
68,4,15,20,3
24,1,7,3,3
2,4,1,1,3
29,6,99,13,4
1,5,11,7,1
18,12,4,1,5
3,2,81,1,12
1,2,3,1,3
27,6,3,2,2
6,2,1,3,1
278,1,7,2,4
30,1,22,10,4
1,30,3,3,40
3,7,6,2,4
32,5,21,1,1
5,17,3,14,8
1,13,5,6,10
11,1,26,4,14
5,3,18,2,85
15,17,21,1,5
2,10,14,2,13
1,5,7,1,9
2,1,6,1,6
7,1,85,1,4
1,1,56,2,13
8,4,6,1,3
1,1,9,2,36
1,7,32,2,5
33,5,2,17,1
1,14,17,3,1
1,6,67,1,1
5,3,2,2,2
1,1,6,2,12
1,6,9,6,1
10,1,59,1,2
35,6,6,9,5
6,9,7,1,13
20,34,8,4,4
1,1,1,3,6
109,15,3,1,1
3,5,60,13,1
6,1,6,2,4
7,13,6,1,31
3,10,4,2,21
1,3,1,4,2
6,5,2,2,5
1,5,5,3,8
2,4,13,7,37
1,1,3,5,7
23,2,5,6,25
1,1,4,2,38
7,3,7,1,3
18,5,32,5,3
9,10,9,52,1
2,5,7,2,74
12,1,13,1,2
5,4,1,1,1
4,6,1,3,15
4,9,9,6,1
1,46,5,2,28
3,8,5,1,15
1,7,24,5,4
9,4,4,8,7
3,1,66,1,7
22,8,2,6,34
1,1,8,17,11
7,11,17,3,3
1,1,12,2,15
1,17,1,7,24
6,11,10,3,3
3,6,31,10,10
1,5,32,28,21
1,3,10,1,2
1,12,23,3,7
3,3,1,2,2
16,10,4,8,1
2,19,2,2,1
6,33,11,2,1
6,25,6,2,11
2,1,1,2,8
71,24,4,3,4
4,5,1,2,2
4,13,1,3,51
51,13,1,2,8
1,5,9,2,4
3,1,7,1,12
13,9,26,1,4
2,16,7,1,4
5,11,7,3,43
5,3,11,21,5
19,1,33,4,1
31,14,11,2,8
1,9,1,1,5
5,8,11,1,5
6,8,6,6,7
12,5,14,2,12
4,7,21,1,4
3,3,1,2,19
2,9,1,1,3
4,8,1,4,33
13,4,14,23,1
7,2,7,2,22
1,86,56,1,1
6,31,7,1,1
49,1,4,3,6
14,33,6,74,4
2,5,74,1,2
4,8,7,3,15
5,23,4,4,1
24,15,1,1,36
17,9,9,11,28
5,8,25,20,3
1,21,7,3,9
19,1,12,2,1
1,5,7,4,13
3,5,15,1,17
43,15,3,3,5
1,12,4,1,59
18,1,2,3,2
2,12,7,5,3
1,3,52,2,1
2,18,12,2,6
17,8,39,5,2
17,8,15,1,9
17,7,7,3,14
10,8,63,1,25
3,17,54,1,4
7,2,8,1,3
17,11,19,2,3
14,21,6,20,1
11,21,14,10,1
6,5,8,1,17
7,7,20,3,30
2,6,64,1,2
1,31,4,5,1
10,6,4,13,2
2,1,1,4,24
1,1,1,2,19
1,7,21,2,11
7,1,1,2,2
9,22,7,7,7
9,28,5,7,1
13,30,3,3,5
3,23,9,19,3
12,21,30,11,11
2,9,14,3,5
2,9,5,3,1
2,36,9,4,2
3,4,4,6,6
7,12,4,3,8
18,24,5,3,2
2,4,5,14,1
2,1,28,2,9
18,19,7,6,1
3,23,13,3,5
2,3,11,5,4
2,2,11,2,31
3,2,1,1,2
7,8,7,5,63
2,1,8,3,1
5,1,1,22,74
7,7,4,16,57
1,1,6,5,1
2,1,48,1,2
3,1,1,4,5
1,1,13,4,3
3,1,7,4,1
3,1,8,7,8
26,4,8,1,2
5,8,5,3,1
1,5,15,2,1
5,5,8,1,4
