PeriodId,WhoDo-1064
4,-11.11111111
5,14.51612903
6,40.31007752
7,82.92682927
8,18.8034188
9,55.45454545
10,115.625
11,-10.67961165
12,93.04347826
13,56.2962963
14,80.66666667
15,93.96551724
16,69.07894737
17,66.66666667
18,65.51724138
19,68.49315068
20,64.20233463
21,28.60759494
median,64.859788
