PeriodId,WhoDo-1064
4,38.55871459
5,18.46906628
6,18.38563569
7,18.15387947
8,7.425153358
9,2.801089827
10,2.293562486
11,-0.10860191
12,-0.430075332
13,1.295901955
14,-1.671935761
15,3.370767352
16,-0.402990015
17,12.89868004
18,65.6333708
19,26.83092476
20,63.25225644
21,42.5749507
median,10.1619167
