PeriodId,TurnoverRec-187
1,-36
2,-98.4375
3,-88.2882882882883
4,-78.3783783783784
5,-68.5897435897436
6,-87.7828054298643
7,-91.3183279742765
8,-81.7438692098093
9,-84.4504021447721
10,-84.28927680798
11,-94.5898778359511
12,-92.8864569083447
13,-82.4956672443674
14,-82.9044117647059
15,-83.5978835978836
16,-82.9170024174053
17,-67.3913043478261
Median,-83.5978835978836
Average,-83.5978835978836
