PeriodId,TurnoverRec-252
1,-2.46913580246914
2,4.29864253393666
3,6.48330058939097
4,4.64058234758871
5,5.39811066126856
6,3.54924578527063
7,5.85443037974684
8,2.09606986899564
9,4.06976744186047
10,5.40345821325647
11,3.10600945307224
12,6.21890547263682
13,7.10659898477157
14,4.71615720524017
15,7.97546012269938
16,5.48204158790171
17,5.42005420054201
Median,5.39811066126856
Average,5.39811066126856
