PeriodId,TurnoverRec-252
1,10.5322769504929
2,2.72648208325497
3,-0.806724523820967
4,0.692018544441408
5,-0.781352769971699
6,-0.780813678201331
7,-1.10034351255612
8,-0.577015903264277
9,-0.875714811091177
10,0.195139726246651
11,-1.03708045335441
12,-0.822805098967561
13,-1.62113536003964
14,-0.984721723239745
15,0.194869354473393
16,0.323050998127949
17,-1.30807018434644
Median,-0.781352769971699
Average,-0.781352769971699
