PeriodId,SofiaV2-10147
1,2.73972602739727
2,6.47773279352226
3,6.49999999999999
4,5.53633217993079
5,7.08263069139967
6,5.98639455782313
7,3.04182509505704
8,4.53074433656957
9,6.96517412935322
10,4.05405405405406
11,5.63583815028901
12,4.99194847020934
13,6.68523676880224
14,7.63358778625953
15,10.7508532423208
16,6.05143721633887
Median,6.018915887081
Average,6.018915887081
