PeriodId,SofiaV2-10147
1,-10
2,-2.33333333333333
3,-2.42424242424243
4,-3.16091954022989
5,-2.14477211796247
6,-3.02267002518891
7,-7.99031476997578
8,-14.6718146718147
9,-13.4419551934827
10,-17.6245210727969
11,-17.5986842105263
12,0.697350069735014
13,-1.61725067385444
14,-9.6551724137931
15,-12.6137841352406
16,-9.41176470588235
Median,-8.70103973792907
Average,-8.70103973792907
