PeriodId,SofiaWithBirdLoadWork-1063
4,20.02640181
5,13.54908944
6,8.133219733
7,7.796727418
8,4.251905474
9,-1.016928242
10,0.705971032
11,-1.485567804
12,-3.873404966
13,1.455479626
14,1.169293887
15,4.080910668
16,0.916397093
17,13.7532515
18,64.66909158
19,27.95834213
20,62.01977961
21,43.47323489
,6.024316446
