PeriodId,TurnoverRec-255
1,6.48148148148149
2,8.59728506787329
3,9.62671905697445
4,9.64513193812557
5,7.82726045883941
6,6.38864241348713
7,7.75316455696202
8,4.54148471615721
9,6.7829457364341
10,7.13256484149856
11,4.52397029034437
12,9.82587064676617
13,8.62944162436547
14,5.67685589519651
15,8.95705521472392
16,9.07372400756143
17,7.45257452574526
Median,7.75316455696202
Average,7.75316455696202
