PeriodId,SofiaWithBirdLoadWork-11049
1,0
2,-2.333333333
3,-2.424242424
4,-3.735632184
5,-2.144772118
6,-5.289672544
7,-7.99031477
8,-16.7953668
9,-14.46028513
10,-13.02681992
11,-13.81578947
12,7.391910739
13,5.795148248
14,-2.896551724
15,-6.762028609
16,-6.535947712
17,-8.811748999
median,-5.289672544
