PeriodId,SofiaWithBirdLoadWork-11049
1,10.4251202
2,16.34620106
3,18.00021854
4,7.565358169
5,5.678702358
6,4.000567187
7,1.175675943
8,0.110172862
9,-1.993950099
10,-0.695567001
11,-1.405563126
12,-1.637241507
13,-0.048778006
14,0.963949213
15,0.237251081
16,-1.628846679
17,-2.510308602
median,0.237251081
