CoreFX,CoreCLR,Roslyn,Rust,Kubernetes
12,1,1,1,1
7,1,1,2,11
1,5,1,2,12
11,1,1,2,31
5,1,1,4,43
6,10,1,3,3
25,11,8,4,14
23,1,16,6,1
6,4,21,10,1
8,3,1,2,4
14,5,2,2,4
6,9,1,11,1
23,2,17,10,8
1,10,48,5,6
1,9,47,1,6
1,1,51,1,1
2,4,23,1,9
1,1,1,1,12
1,1,5,1,9
2,1,3,1,2
10,20,1,4,1
1,18,1,20,1
7,2,4,45,2
32,2,7,34,1
14,1,14,1,2
1,1,1,1,15
4,2,1,1,1
1,4,6,2,6
2,10,10,1,3
3,7,12,2,2
1,16,3,3,4
2,1,27,4,1
8,5,13,2,2
12,3,1,35,3
3,4,2,4,1
1,1,5,6,1
2,1,4,2,1
4,2,3,3,2
1,1,5,1,4
1,1,3,2,12
3,5,3,1,3
1,1,1,1,4
2,12,3,8,6
1,11,20,9,1
9,1,32,2,8
17,2,48,1,1
29,1,42,1,2
19,24,55,1,6
3,14,3,1,1
3,1,1,1,2
1,2,1,14,4
1,1,1,13,22
1,1,23,24,8
2,1,42,23,1
1,2,72,23,1
3,3,52,1,5
27,9,1,10,3
3,12,2,1,25
10,5,1,2,27
15,12,8,26,13
1,1,10,20,2
1,3,5,14,9
19,9,25,4,14
8,22,12,7,40
1,1,27,6,1
2,2,126,9,1
2,2,3,13,6
2,13,7,1,2
1,25,13,3,27
14,27,21,1,43
10,10,1,1,25
2,2,5,1,21
1,1,26,1,1
2,2,33,16,5
14,18,1,11,4
9,14,4,12,4
1,3,1,1,11
2,8,8,1,6
2,28,22,3,3
2,31,7,4,4
14,42,9,1,1
1,3,30,1,5
1,3,24,1,1
1,3,3,50,2
20,1,6,71,2
7,5,12,2,2
5,1,1,1,4
4,1,8,2,18
2,17,22,1,16
7,12,35,4,1
10,1,42,2,1
2,5,74,1,3
1,8,14,4,2
13,6,20,1,1
5,2,73,1,1
8,2,75,3,1
5,1,58,1,23
1,1,11,1,3
2,1,29,1,23
1,1,4,12,19
1,1,28,2,8
