PeriodId,TurnoverRec-83
4,-16.6666666666667
5,-11.2903225806452
6,-37.984496124031
7,-29.2682926829268
8,-35.042735042735
9,-26.3636363636364
10,-12.5
11,-22.3300970873786
12,-36.5217391304348
13,-41.4814814814815
14,-36
15,-37.9310344827586
16,-44.078947368421
17,-47.1428571428571
18,-49.4252873563218
19,-51.1415525114155
20,-52.5291828793774
Median,-36.5217391304348
Average,-36.5217391304348
