PeriodId,SofiaWithBirdLoadWork-818
1,0.475228996
2,5.781549481
3,17.60902966
4,17.98120525
5,8.872587966
6,9.084951522
7,7.307511972
8,4.174246011
9,5.305719925
10,4.854599731
11,2.094344865
12,10.11274134
13,7.419406638
14,6.38518095
15,6.03746367
16,5.027692115
17,6.552729729
18,4.896244359
19,3.681565126
20,5.080130443
median,5.909506575
