PeriodId,SofiaWithBirdLoadWork-818
1,0
2,-4.347826087
3,-25.45454545
4,-60.29411765
5,-34.30232558
6,-19.92031873
7,-26.86567164
8,-44.18604651
9,-33.33333333
10,-13.5678392
11,-32.44274809
12,-24.46043165
13,-29.76744186
14,-21.1409396
15,-30.1242236
16,-32.77027027
17,-46.0591133
18,-40.97222222
19,-30.44354839
20,-37.41496599
median,-30.28388599
