PeriodId,WhoDo-11050
1,-10
2,-0.333333333
3,-2.121212121
4,0
5,0.268096515
6,7.808564232
7,5.811138015
8,3.281853282
9,-9.775967413
10,-1.53256705
11,-1.809210526
12,-1.115760112
13,4.043126685
14,5.24137931
15,10.53315995
16,3.267973856
17,-0.934579439
median,0
