PeriodId,TurnoverRec-10110
1,0
2,0
3,0
4,0
5,0
6,-0.25188916876574
7,-0.484261501210659
8,-0.772200772200771
9,-0.814663951120165
10,-1.72413793103449
11,-1.48026315789473
12,-0.836820083682011
13,-0.808625336927227
14,-0.96551724137931
15,-1.04031209362809
16,-1.17647058823529
Median,-0.790413054563999
Average,-0.790413054563999
