PeriodId,sophia-45,sophia-54,sophia-57,sophia-60,sophia-63,sophia-66,sophia-69,sophia-72,sophia-75,sophia-78,sophia-81,sophia-84,sophia-87,sophia-90,sophia-93,sophia-96,sophia-99,sophia-102,sophia-105,sophia-108,sophia-111,sophia-114,sophia-117,sophia-120,sophia-123,sophia-126,sophia-129,sophia-132,sophia-135,sophia-138,sophia-141,sophia-144,sophia-147,sophia-150,sophia-153,sophia-156,sophia-159,sophia-162,sophia-165,sophia-168,sophia-171,sophia-174,sophia-177,sophia-180,sophia-183,sophia-186,sophia-189,sophia-192,sophia-195,sophia-198,sophia-201,sophia-204,sophia-207,sophia-210,sophia-213,sophia-216,sophia-219,sophia-222,sophia-225,sophia-228,sophia-231,sophia-234,sophia-237,sophia-240,sophia-243,sophia-246,sophia-249,sophia-252,sophia-255,sophia-258,sophia-261,sophia-264,sophia-267,sophia-270,sophia-273,sophia-276,sophia-279,sophia-282,sophia-285,sophia-288,sophia-291,sophia-294,sophia-297,sophia-300,sophia-303,sophia-306,sophia-309,sophia-312,sophia-315,sophia-318,sophia-321,sophia-324,sophia-327,sophia-330,sophia-333,sophia-336,sophia-339,sophia-342,sophia-345,sophia-348,sophia-351,sophia-354,sophia-357,sophia-360,sophia-363,sophia-366,sophia-369,sophia-372,sophia-375,sophia-378,sophia-381,sophia-10384,sophia-10387,sophia-10390,sophia-10393,sophia-10396,sophia-10399,sophia-10402,sophia-10405,sophia-10408,sophia-10411,sophia-10414,sophia-10417,sophia-10420,sophia-10423,sophia-10426,sophia-10429,sophia-10432,sophia-10435,sophia-10438,sophia-10441,sophia-10444,sophia-10447,sophia-10450,Sofia-20570,Sofia-20573,Sofia-20576,Sofia-20579,Sofia-20582,Sofia-20585,Sofia-20588,Sofia-20591,Sofia-20657,Sofia-20675,Sofia-20678,Sofia-20681,Sofia-20684,Sofia-20687,Sofia-20690,Sofia-20693,Sofia-20696,Sofia-20699,Sofia-20702,Sofia-20705,Sofia-20708,Sofia-20711,Sofia-20714,Sofia-20717,Sofia-20720,Sofia-20723,Sofia-20726,Sofia-20729,Sofia-20732,Sofia-20735,Sofia-20738,Sofia-20741,Sofia-20744,Sofia-20747,Sofia-20750,Sofia-20753,Sofia-20756,Sofia-20759,Sofia-20762,Sofia-20765,Sofia-20768,Sofia-20771,Sofia-20774,Sofia-20777,Sofia-20780,Sofia-20783,Sofia-20786,Sofia-20789,Sofia-20792,Sofia-20795,Sofia-20798,Sofia-20801,Sofia-20804,Sofia-20807,Sofia-20810,Sofia-20813,Sofia-20816,Sofia-20819,Sofia-20822,Sofia-20825,Sofia-20828,Sofia-20831,Sofia-20834,Sofia-20837,Sofia-20840,Sofia-20843,Sofia-20846,Sofia-20849,Sofia-20852,Sofia-20855,Sofia-20858,Sofia-20861,Sofia-20864,Sofia-20867,Sofia-20870,Sofia-20873,Sofia-20876,Sofia-20879,Sofia-20882,Sofia-20885,Sofia-20888,Sofia-20891,Sofia-20894,Sofia-20897,Sofia-20900,Sofia-20903,Sofia-20906
8,100,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
9,100,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
10,-30,0,0,0,0,0,0,0,0,0,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30
11,-12,0,0,0,0,0,0,0,0,0,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12
12,-16.6666666666667,0,0,0,0,0,0,0,0,0,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667
13,-44.4444444444444,0,0,0,0,0,0,0,0,0,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444,-44.4444444444444
14,-31.858407079646,0,0,0,0,0,0,0,0,0,-31.858407079646,-32.7433628318584,-32.7433628318584,-32.7433628318584,-31.858407079646,-31.858407079646,-31.858407079646,-32.7433628318584,-31.858407079646,-32.7433628318584,-31.858407079646,-32.7433628318584,-31.858407079646,-31.858407079646,-31.858407079646,-31.858407079646,-32.7433628318584,-31.858407079646,-32.7433628318584,-32.7433628318584,-31.858407079646,-32.7433628318584,-31.858407079646,-32.7433628318584,-31.858407079646,-31.858407079646,-32.7433628318584,-32.7433628318584,-31.858407079646,-31.858407079646,-32.7433628318584,-31.858407079646,-31.858407079646,-32.7433628318584,-31.858407079646,-32.7433628318584,-31.858407079646,-31.858407079646,-32.7433628318584,-31.858407079646,-32.7433628318584,-32.7433628318584,-32.7433628318584,-32.7433628318584,-31.858407079646,-32.7433628318584,-31.858407079646,-32.7433628318584,-31.858407079646,-32.7433628318584,-32.7433628318584,-31.858407079646,-31.858407079646,-32.7433628318584,-32.7433628318584,-32.7433628318584,-31.858407079646,-32.7433628318584,-32.7433628318584,-31.858407079646,-32.7433628318584,-31.858407079646,-31.858407079646,-32.7433628318584,-32.7433628318584,-31.858407079646,-31.858407079646,-32.7433628318584,-31.858407079646,-32.7433628318584,-32.7433628318584,-31.858407079646,-32.7433628318584,-32.7433628318584,-32.7433628318584,-31.858407079646,-32.7433628318584,-31.858407079646,-31.858407079646,-32.7433628318584,-32.7433628318584,-31.858407079646,-31.858407079646,-31.858407079646,-31.858407079646,-31.858407079646,-31.858407079646,-31.858407079646,-32.7433628318584,-32.7433628318584,-31.858407079646,-31.858407079646,-31.858407079646,-32.7433628318584,-32.7433628318584,-32.7433628318584,-32.7433628318584,-31.858407079646,-32.7433628318584,-32.7433628318584,-32.7433628318584,-32.7433628318584,-32.7433628318584,-31.858407079646,-32.7433628318584,-31.858407079646,-31.858407079646,-31.858407079646,-32.7433628318584,-32.7433628318584,-31.858407079646,-32.7433628318584,-32.7433628318584,-31.858407079646,-32.7433628318584,-31.858407079646,-31.858407079646,-32.7433628318584,-32.7433628318584,-31.858407079646,-31.858407079646,-32.7433628318584,-31.858407079646,-32.7433628318584,-32.7433628318584,-31.858407079646,-31.858407079646,-32.7433628318584,-31.858407079646,-31.858407079646,-31.858407079646,-31.858407079646,-31.858407079646,-31.858407079646,-31.858407079646,-32.7433628318584,-32.7433628318584,-31.858407079646,-32.7433628318584,-31.858407079646,-31.858407079646,-31.858407079646,-31.858407079646,-31.858407079646,-31.858407079646,-31.858407079646,-31.858407079646,-32.7433628318584,-32.7433628318584,-31.858407079646,-32.7433628318584,-31.858407079646,-31.858407079646,-31.858407079646,-32.7433628318584,-32.7433628318584,-32.7433628318584,-32.7433628318584,-32.7433628318584,-32.7433628318584,-31.858407079646,-32.7433628318584,-31.858407079646,-32.7433628318584,-31.858407079646,-32.7433628318584,-32.7433628318584,-31.858407079646,-31.858407079646,-32.7433628318584,-31.858407079646,-32.7433628318584,-31.858407079646,-32.7433628318584,-32.7433628318584,-31.858407079646,-32.7433628318584,-32.7433628318584,-32.7433628318584,-31.858407079646,-31.858407079646,-32.7433628318584,-31.858407079646,-31.858407079646,-31.858407079646,-32.7433628318584,-32.7433628318584,-32.7433628318584,-32.7433628318584,-32.7433628318584,-32.7433628318584,-31.858407079646,-31.858407079646,-32.7433628318584,-32.7433628318584,-31.858407079646,-32.7433628318584,-32.7433628318584,-31.858407079646,-31.858407079646,-32.7433628318584,-32.7433628318584,-32.7433628318584,-31.858407079646,-32.7433628318584,-32.7433628318584,-31.858407079646,-31.858407079646,-32.7433628318584,-31.858407079646,-32.7433628318584
15,-37.6470588235294,0,0,0,0,0,0,0,0,0,-37.6470588235294,-36.4705882352941,-36.4705882352941,-36.4705882352941,-37.6470588235294,-37.6470588235294,-37.6470588235294,-37.6470588235294,-36.4705882352941,-36.4705882352941,-36.4705882352941,-36.4705882352941,-37.6470588235294,-37.6470588235294,-37.6470588235294,-37.6470588235294,-37.6470588235294,-37.6470588235294,-36.4705882352941,-37.6470588235294,-37.6470588235294,-37.6470588235294,-37.6470588235294,-37.6470588235294,-37.6470588235294,-36.4705882352941,-36.4705882352941,-37.6470588235294,-37.6470588235294,-37.6470588235294,-37.6470588235294,-36.4705882352941,-37.6470588235294,-36.4705882352941,-36.4705882352941,-36.4705882352941,-37.6470588235294,-36.4705882352941,-36.4705882352941,-36.4705882352941,-36.4705882352941,-37.6470588235294,-36.4705882352941,-37.6470588235294,-36.4705882352941,-36.4705882352941,-36.4705882352941,-37.6470588235294,-37.6470588235294,-37.6470588235294,-37.6470588235294,-36.4705882352941,-37.6470588235294,-36.4705882352941,-37.6470588235294,-37.6470588235294,-36.4705882352941,-37.6470588235294,-37.6470588235294,-36.4705882352941,-37.6470588235294,-37.6470588235294,-36.4705882352941,-36.4705882352941,-37.6470588235294,-37.6470588235294,-36.4705882352941,-36.4705882352941,-37.6470588235294,-37.6470588235294,-37.6470588235294,-36.4705882352941,-37.6470588235294,-36.4705882352941,-36.4705882352941,-37.6470588235294,-37.6470588235294,-36.4705882352941,-37.6470588235294,-37.6470588235294,-36.4705882352941,-37.6470588235294,-37.6470588235294,-36.4705882352941,-37.6470588235294,-37.6470588235294,-37.6470588235294,-36.4705882352941,-36.4705882352941,-37.6470588235294,-36.4705882352941,-36.4705882352941,-37.6470588235294,-37.6470588235294,-36.4705882352941,-36.4705882352941,-36.4705882352941,-37.6470588235294,-37.6470588235294,-36.4705882352941,-36.4705882352941,-36.4705882352941,-36.4705882352941,-37.6470588235294,-37.6470588235294,-36.4705882352941,-37.6470588235294,-36.4705882352941,-37.6470588235294,-36.4705882352941,-37.6470588235294,-37.6470588235294,-37.6470588235294,-37.6470588235294,-37.6470588235294,-36.4705882352941,-37.6470588235294,-36.4705882352941,-37.6470588235294,-36.4705882352941,-36.4705882352941,-36.4705882352941,-37.6470588235294,-36.4705882352941,-36.4705882352941,-37.6470588235294,-36.4705882352941,-37.6470588235294,-37.6470588235294,-36.4705882352941,-36.4705882352941,-37.6470588235294,-36.4705882352941,-36.4705882352941,-36.4705882352941,-36.4705882352941,-37.6470588235294,-36.4705882352941,-37.6470588235294,-37.6470588235294,-37.6470588235294,-36.4705882352941,-36.4705882352941,-37.6470588235294,-37.6470588235294,-37.6470588235294,-36.4705882352941,-36.4705882352941,-37.6470588235294,-36.4705882352941,-36.4705882352941,-37.6470588235294,-37.6470588235294,-36.4705882352941,-37.6470588235294,-37.6470588235294,-37.6470588235294,-37.6470588235294,-36.4705882352941,-36.4705882352941,-37.6470588235294,-37.6470588235294,-36.4705882352941,-36.4705882352941,-36.4705882352941,-36.4705882352941,-36.4705882352941,-36.4705882352941,-37.6470588235294,-36.4705882352941,-37.6470588235294,-36.4705882352941,-37.6470588235294,-37.6470588235294,-37.6470588235294,-36.4705882352941,-36.4705882352941,-37.6470588235294,-36.4705882352941,-37.6470588235294,-37.6470588235294,-37.6470588235294,-37.6470588235294,-36.4705882352941,-37.6470588235294,-36.4705882352941,-37.6470588235294,-37.6470588235294,-37.6470588235294,-36.4705882352941,-36.4705882352941,-36.4705882352941,-36.4705882352941,-37.6470588235294,-36.4705882352941,-37.6470588235294,-37.6470588235294,-37.6470588235294,-37.6470588235294,-36.4705882352941,-36.4705882352941,-37.6470588235294,-36.4705882352941,-36.4705882352941,-36.4705882352941,-37.6470588235294,-36.4705882352941,-36.4705882352941,-36.4705882352941,-37.6470588235294,-37.6470588235294
16,-49.1935483870968,0,0,0,0,0,0,0,0,0,-48.3870967741936,-44.3548387096774,-48.3870967741936,-45.1612903225806,-45.9677419354839,-48.3870967741936,-45.9677419354839,-48.3870967741936,-44.3548387096774,-47.5806451612903,-47.5806451612903,-47.5806451612903,-45.9677419354839,-45.9677419354839,-46.7741935483871,-45.9677419354839,-49.1935483870968,-49.1935483870968,-45.1612903225806,-45.9677419354839,-46.7741935483871,-48.3870967741936,-46.7741935483871,-47.5806451612903,-46.7741935483871,-45.1612903225806,-45.1612903225806,-47.5806451612903,-48.3870967741936,-45.9677419354839,-48.3870967741936,-48.3870967741936,-45.9677419354839,-48.3870967741936,-44.3548387096774,-45.1612903225806,-47.5806451612903,-47.5806451612903,-45.9677419354839,-45.1612903225806,-47.5806451612903,-46.7741935483871,-47.5806451612903,-48.3870967741936,-45.9677419354839,-47.5806451612903,-45.9677419354839,-48.3870967741936,-45.9677419354839,-48.3870967741936,-49.1935483870968,-45.1612903225806,-45.1612903225806,-45.1612903225806,-49.1935483870968,-49.1935483870968,-45.1612903225806,-48.3870967741936,-48.3870967741936,-45.1612903225806,-48.3870967741936,-47.5806451612903,-48.3870967741936,-45.1612903225806,-45.9677419354839,-48.3870967741936,-44.3548387096774,-47.5806451612903,-49.1935483870968,-45.9677419354839,-47.5806451612903,-48.3870967741936,-47.5806451612903,-45.1612903225806,-45.1612903225806,-45.1612903225806,-45.9677419354839,-47.5806451612903,-45.1612903225806,-48.3870967741936,-45.9677419354839,-45.9677419354839,-46.7741935483871,-44.3548387096774,-48.3870967741936,-45.9677419354839,-48.3870967741936,-46.7741935483871,-47.5806451612903,-45.9677419354839,-45.1612903225806,-45.9677419354839,-48.3870967741936,-47.5806451612903,-45.1612903225806,-45.1612903225806,-45.1612903225806,-49.1935483870968,-49.1935483870968,-44.3548387096774,-45.1612903225806,-45.9677419354839,-48.3870967741936,-48.3870967741936,-45.9677419354839,-47.5806451612903,-49.1935483870968,-47.5806451612903,-47.5806451612903,-45.9677419354839,-49.1935483870968,-47.5806451612903,-46.7741935483871,-47.5806451612903,-46.7741935483871,-47.5806451612903,-49.1935483870968,-47.5806451612903,-49.1935483870968,-44.3548387096774,-47.5806451612903,-47.5806451612903,-45.9677419354839,-46.7741935483871,-45.1612903225806,-47.5806451612903,-45.1612903225806,-45.1612903225806,-45.1612903225806,-48.3870967741936,-48.3870967741936,-47.5806451612903,-45.1612903225806,-47.5806451612903,-47.5806451612903,-45.9677419354839,-48.3870967741936,-46.7741935483871,-45.9677419354839,-47.5806451612903,-45.9677419354839,-45.9677419354839,-47.5806451612903,-45.9677419354839,-46.7741935483871,-45.1612903225806,-44.3548387096774,-47.5806451612903,-48.3870967741936,-45.9677419354839,-45.9677419354839,-48.3870967741936,-47.5806451612903,-48.3870967741936,-48.3870967741936,-47.5806451612903,-45.9677419354839,-46.7741935483871,-45.1612903225806,-45.1612903225806,-48.3870967741936,-47.5806451612903,-45.1612903225806,-45.1612903225806,-45.1612903225806,-45.1612903225806,-47.5806451612903,-47.5806451612903,-48.3870967741936,-47.5806451612903,-45.9677419354839,-48.3870967741936,-45.9677419354839,-45.1612903225806,-48.3870967741936,-45.1612903225806,-47.5806451612903,-48.3870967741936,-45.9677419354839,-48.3870967741936,-48.3870967741936,-45.9677419354839,-45.9677419354839,-45.1612903225806,-48.3870967741936,-45.1612903225806,-45.9677419354839,-45.9677419354839,-48.3870967741936,-44.3548387096774,-44.3548387096774,-45.1612903225806,-48.3870967741936,-49.1935483870968,-45.1612903225806,-48.3870967741936,-46.7741935483871,-46.7741935483871,-45.1612903225806,-47.5806451612903,-46.7741935483871,-49.1935483870968,-46.7741935483871,-45.9677419354839,-45.1612903225806,-47.5806451612903,-44.3548387096774,-45.1612903225806,-47.5806451612903,-45.9677419354839,-45.9677419354839
