PeriodId,SofiaWithBirdLoadWork-11023
1,46.68421525
2,14.00912488
3,3.129690693
4,-1.878262808
5,2.826763366
6,0.675027557
7,0.829595076
8,-2.9189368
9,2.439948862
10,3.143150868
11,1.55702003
12,-0.30542734
13,2.040089533
14,2.269860459
15,0.059677472
16,11.01094556
17,0.363186494
18,1.386826028
,1.798554782
