PeriodId,WhoDo-11024
1,-4.012345679
2,1.357466063
3,-14.93123772
4,-28.93539581
5,-28.47503374
6,-31.23336291
7,-34.49367089
8,-38.68995633
9,-36.62790698
10,-39.26512968
11,-40.17555706
12,-39.05472637
13,-38.40947547
14,-35.28384279
15,-40.73619632
16,-36.48393195
17,-38.48238482
18,-42.9015544
median,-36.55591946
