PeriodId,WhoDo-11024
1,76
2,0
3,50.45045045
4,48.10810811
5,171.1538462
6,51.13122172
7,-6.752411576
8,3.542234332
9,18.76675603
10,51.12219451
11,46.2478185
12,28.72777018
13,19.67071057
14,25.45955882
15,34.92063492
16,50.60435133
17,20.6171108
18,38.40304183
median,36.66183837
