PeriodId,WhoDo-11024
1,65.34212597
2,21.64825815
3,12.56626514
4,0.125832619
5,6.566453507
6,3.872269286
7,4.130598565
8,1.541717706
9,4.380568598
10,4.166243847
11,4.153617777
12,4.145948629
13,4.745821181
14,2.719884457
15,0.780564407
16,11.13376171
17,1.26439642
18,2.59661756
median,4.149783203
