PeriodId,WhoDo-20934
3,0
7,0
8,0
9,12.5
10,3.89055487
11,6.756619106
12,51.85215883
13,23.65715888
14,10.38505779
15,0.107070467
16,0.505662322
17,2.123963142
18,4.527158007
19,-2.531961108
20,0.514033229
21,-0.956428038
22,-0.220466608
23,-3.24121453
24,-1.008639906
25,-0.667789457
26,-2.7133852
27,-3.635787383
28,-1.262951377
29,1.215523654
30,-1.341231011
31,-1.969053097
32,-4.930802042
33,-4.541841227
34,-4.809173948
35,-0.169473118
36,-0.174767707
median,-0.169473118
