PeriodId,WhoDo-20934
8,0
9,0
10,-10
11,-24
12,-33.33333333
13,150
14,82.30088496
15,109.4117647
16,33.87096774
17,-1.307189542
18,13.60946746
19,-5.128205128
20,35.89164786
21,60.6779661
22,77.02702703
23,100.204499
24,26.08142494
25,72.48764415
26,54.16116248
27,53.82978723
29,0.550314465
30,22.05663189
31,24.61908581
32,42.25490196
33,33.68532207
34,7.818181818
35,53.18021201
36,55.8117195
median,33.77814491
