PeriodId,TurnoverRec-87
1,100
2,-8.69565217391305
3,-43.6363636363636
4,-29.4117647058823
5,-40.6976744186046
6,-22.7091633466135
7,-25.7462686567164
8,-51.1627906976744
9,-27.7777777777778
10,-19.0954773869347
11,-18.3206106870229
12,-16.1870503597122
13,-27.4418604651163
14,-19.7986577181208
15,-29.1925465838509
16,-28.7162162162162
17,-45.8128078817734
18,-44.6759259259259
19,-36.491935483871
Median,-27.7777777777778
Average,-27.7777777777778
