PeriodId,TurnoverRec-87
1,1.45940322796296
2,0.0408216891063073
3,-1.48442166124679
4,-0.931311627185483
5,-1.8888597562309
6,-1.22614375483463
7,-2.15858901000129
8,-3.47332518811985
9,-1.85171062551929
10,-2.87614366667065
11,-2.92134524239074
12,-1.13652528662165
13,-0.546058961455276
14,-0.248566936019323
15,-1.21298720091542
16,-0.876383725091145
17,-0.13902957669033
18,-1.1357099347828
19,-0.593132434202681
Median,-1.13652528662165
Average,-1.13652528662165
