PeriodId,TurnoverRec-71
4,-16.6666666666667
5,-17.741935483871
6,-9.30232558139535
7,-5.6910569105691
8,-5.12820512820513
9,-4.54545454545454
10,-18.75
11,-9.70873786407767
12,-7.82608695652174
13,-7.40740740740741
14,-6.66666666666667
15,-5.17241379310345
16,-8.55263157894737
17,-7.14285714285714
18,-7.47126436781609
19,-6.84931506849316
20,-3.11284046692607
Median,-7.40740740740741
Average,-7.40740740740741
