PeriodId,persist-spreading-8,persist-spreading-17,persist-spreading-26,persist-spreading-35,persist-spreading-44,persist-spreading-54,persist-spreading-57,persist-spreading-60,persist-spreading-63,persist-spreading-66,persist-spreading-69,persist-spreading-72,persist-spreading-75,persist-spreading-78,persist-spreading-81,persist-spreading-84,persist-spreading-87,persist-spreading-90,persist-spreading-93,persist-spreading-96,persist-spreading-99,persist-spreading-102,persist-spreading-105,persist-spreading-108,persist-spreading-111,persist-spreading-114,persist-spreading-117,persist-spreading-120,persist-spreading-123,persist-spreading-126,persist-spreading-129,persist-spreading-132,persist-spreading-135,persist-spreading-138,persist-spreading-141,persist-spreading-144,persist-spreading-147,persist-spreading-150,persist-spreading-153,persist-spreading-156,persist-spreading-159,persist-spreading-162,persist-spreading-165,persist-spreading-168,persist-spreading-171,persist-spreading-174,persist-spreading-177,persist-spreading-180,persist-spreading-183,persist-spreading-186,persist-spreading-189,persist-spreading-192,persist-spreading-195,persist-spreading-198,persist-spreading-201,persist-spreading-204,persist-spreading-207,persist-spreading-210,persist-spreading-213,persist-spreading-216,persist-spreading-219,persist-spreading-222,persist-spreading-225,persist-spreading-228,persist-spreading-231,persist-spreading-234,persist-spreading-237,persist-spreading-240,persist-spreading-243,persist-spreading-246,persist-spreading-249,persist-spreading-252,persist-spreading-255,persist-spreading-258,persist-spreading-261,persist-spreading-264,persist-spreading-267,persist-spreading-270,persist-spreading-273,persist-spreading-276,persist-spreading-279,persist-spreading-282,persist-spreading-285,persist-spreading-288,persist-spreading-291,persist-spreading-294,persist-spreading-297,persist-spreading-300,persist-spreading-303,persist-spreading-306,persist-spreading-309,persist-spreading-312,persist-spreading-315,persist-spreading-318,persist-spreading-321,persist-spreading-324,persist-spreading-327,persist-spreading-330,persist-spreading-333,persist-spreading-336,persist-spreading-339,persist-spreading-342,persist-spreading-345,persist-spreading-348,persist-spreading-351,persist-spreading-354,persist-spreading-357,persist-spreading-360,persist-spreading-363,persist-spreading-366,persist-spreading-369,persist-spreading-372,persist-spreading-375,persist-spreading-378,persist-spreading-381,persist-spreading-384,persist-spreading-387,persist-spreading-390,persist-spreading-393,persist-spreading-396,persist-spreading-399,persist-spreading-402,persist-spreading-405,persist-spreading-408,persist-spreading-411,persist-spreading-414,persist-spreading-417,persist-spreading-420,persist-spreading-423,persist-spreading-426,persist-spreading-429,persist-spreading-432,persist-spreading-435,persist-spreading-438,persist-spreading-441,persist-spreading-444,persist-spreading-447,TurnoverRec-456,TurnoverRec-459,TurnoverRec-462,TurnoverRec-465,TurnoverRec-468,TurnoverRec-471,TurnoverRec-474,TurnoverRec-477,TurnoverRec-480,TurnoverRec-483,TurnoverRec-486,TurnoverRec-489,TurnoverRec-492,TurnoverRec-495,TurnoverRec-498,TurnoverRec-501,TurnoverRec-504,TurnoverRec-507,TurnoverRec-510,TurnoverRec-513,TurnoverRec-516,TurnoverRec-520,TurnoverRec-523,TurnoverRec-526,TurnoverRec-529,TurnoverRec-532,TurnoverRec-535,TurnoverRec-538,TurnoverRec-541,TurnoverRec-564,TurnoverRec-567,TurnoverRec-570,TurnoverRec-573,TurnoverRec-576,TurnoverRec-579,TurnoverRec-582,TurnoverRec-585,TurnoverRec-588,TurnoverRec-591,TurnoverRec-594,TurnoverRec-597,TurnoverRec-600,TurnoverRec-603,TurnoverRec-606,TurnoverRec-609,TurnoverRec-612,TurnoverRec-615,TurnoverRec-618,TurnoverRec-621,TurnoverRec-624,TurnoverRec-627,TurnoverRec-630,TurnoverRec-633,TurnoverRec-636,TurnoverRec-639,TurnoverRec-642,TurnoverRec-645,TurnoverRec-648,TurnoverRec-651,TurnoverRec-654,TurnoverRec-657,TurnoverRec-660,TurnoverRec-663,TurnoverRec-666,TurnoverRec-669,TurnoverRec-672,TurnoverRec-675,TurnoverRec-678,TurnoverRec-681,TurnoverRec-684,TurnoverRec-687,TurnoverRec-690,TurnoverRec-693,TurnoverRec-696,TurnoverRec-699,TurnoverRec-702,TurnoverRec-705,TurnoverRec-708,TurnoverRec-711,TurnoverRec-714,TurnoverRec-717,TurnoverRec-720,TurnoverRec-723,TurnoverRec-726,TurnoverRec-729,TurnoverRec-732,TurnoverRec-735,TurnoverRec-738,TurnoverRec-741,TurnoverRec-744,TurnoverRec-747,TurnoverRec-750,TurnoverRec-753,TurnoverRec-756,TurnoverRec-759,TurnoverRec-762,TurnoverRec-765,TurnoverRec-768,TurnoverRec-771,TurnoverRec-774,TurnoverRec-777,TurnoverRec-780,TurnoverRec-783,TurnoverRec-786,TurnoverRec-789,TurnoverRec-792,TurnoverRec-795
1,-29.293954147589,-28.3524653831397,-28.3168828947599,-28.200551357737,-27.5800414750426,-29.9016915146274,-29.8597255693411,-29.3055707009469,-29.0547432824411,-29.8948749987684,-29.8943738644465,-29.586463410063,-29.5658219760835,-29.7224503627112,-27.9122977629351,-27.0181870233785,-27.883534867404,-27.2167376337666,-27.3918086752568,-28.0431360800551,-27.533474173802,-27.5069007188867,-27.483305431117,-26.4588885781697,-28.1020752907816,-27.1320825580256,-27.6694890357291,-27.305092013943,-27.2028206520998,-27.9761778821777,-27.5200384961076,-27.2578332095703,-27.527330201326,-27.125797149671,-27.4507650948422,-27.1396525249933,-26.5483360215009,-28.2852532836911,-27.3104066734106,-27.3377485849392,-28.0622792220953,-27.9262556930329,-27.2698912698994,-27.420609282193,-28.1874473220389,-27.3228130924159,-27.3189746026287,-27.6390935121738,-27.1029355180277,-27.3656774928649,-27.7870198603635,-26.5866305337597,-26.7545513788476,-27.2200296316521,-27.4278150650893,-27.9685986880137,-27.5261635168621,-27.9005079162845,-27.8532581711962,-27.4309371461883,-26.9879518345109,-27.4518553600319,-27.5883491944195,-27.069496622949,-27.7625848290557,-27.6563276740193,-28.2743143158234,-27.6867831976886,-27.4582899641498,-27.316901249561,-27.0015600934979,-28.1208338748481,-28.4869532056348,-26.978306684927,-27.4596907012956,-26.5747720241682,-27.5182502366412,-27.225810286879,-28.0920455208279,-27.450354546013,-28.7805751438782,-27.7791621911669,-27.3670207669544,-27.2174815505338,-27.7709706894183,-27.3275928571749,-28.8359747291428,-28.3343909254134,-27.385549386402,-27.3719438241987,-27.4410991243175,-27.1840594909946,-26.8653711872911,-26.5098811627149,-27.8624975678234,-28.2128277676171,-28.0157983617608,-27.732627269309,-27.2012459495529,-26.9552517280802,-27.789592300072,-27.7882057279487,-27.6860188572797,-26.8250645825206,-28.1411334624133,-26.7439563270435,-27.4041529244089,-28.604944555259,-28.1930848129521,-27.4056281729528,-27.382264901645,-26.9625869687332,-27.537560578384,-28.5038215387274,-27.9506532371387,-26.8506797030999,-27.1936729811893,-28.4213299232879,-27.1242430774632,-27.9159565957878,-27.8998763688488,-26.7790887218637,-27.6939219351977,-27.7786360846282,-26.7890773971328,-27.5048347086799,-27.8603377772286,-27.2786860207994,-27.4168974693245,-27.2697463764714,-27.3293922557721,-27.4647234536313,-27.2852344829521,-27.3623838982669,-27.7907129036176,-27.2738788420844,-26.8497205110809,-27.5075635523579,-27.5921910068951,-27.0223834833458,-27.4802512345589,-27.0972521458349,-27.3767969792018,-27.7375618673513,-27.0524395740502,-27.0546719895583,-27.6977326711731,-27.1160851090699,-27.0658786591759,-27.4716170037986,-28.0385756750253,-27.3560017722955,-27.0001014410718,-26.6872277616661,-27.5667028551216,-27.5888314701195,-27.373026161764,-26.6986433222729,-27.6541729343417,-26.8841932134239,-27.3183748876438,-28.050243144461,-27.4378044802392,-27.4789979431515,-28.3570550095484,-27.3420250469954,-27.5503423399719,-27.5777472534829,-27.0829121509103,-28.454689761394,-27.6442066064543,-26.850471660482,-27.9026092150213,-27.113370690747,-27.8204753875169,-28.023202692275,-27.1076712173415,-27.3875362782635,-27.6923506356798,-27.6683434751852,-27.3841025175406,-28.4368430318378,-27.4383290207346,-27.6714410893757,-27.8144836092338,-26.9948941571609,-27.1771238856014,-27.7366620405304,-27.8594040007172,-27.529148552668,-27.524295436829,-27.2600940303486,-27.0730224698453,-26.4913120111374,-26.3823970289905,-27.6519219512136,-28.2063277784848,-28.5630871852778,-27.2610638381772,-27.4711956043809,-28.1027511553624,-27.8351947460821,-27.4021705726621,-26.4716323997127,-28.1858236023341,-27.7089319814557,-27.1686864481354,-27.0098141881244,-27.4859617734102,-28.0629121529945,-26.6659836821969,-28.3836679136499,-27.243432608076,-28.3201209493624,-27.8373840130513,-26.8105836811776,-27.47899677789,-27.8409692080183,-27.319336461293,-27.3958918310077,-27.3548856530542,-27.6835991993217,-27.5749299448967,-28.6453088329558,-27.7761116032174,-27.6088473719051,-26.8517425330444,-27.0256396929469,-27.147995645036,-26.1238978603492,-28.5926114443522,-28.2501850321009,-26.8646655690824,-28.6892018903412,-28.0552927204623,-27.3649115661126,-27.303876777442,-28.8638830507344,-26.7842990953265,-27.1919734988183,-26.5896742530147,-27.4058980797541,-27.3035649067778,-27.7733792228792
2,-29.6079855318595,-29.6735436289077,-28.1786993441388,-29.2015378348391,-30.3495191719606,-30.4582548049965,-30.5376198260337,-30.6183074649644,-30.0975491629515,-30.3534623484099,-30.572779385227,-31.3173932148759,-29.8922826733142,-30.5821668276302,-29.3990414729187,-29.4378769424726,-29.0451895074433,-29.99840658731,-29.2944003874141,-29.1799931327173,-28.4505109478102,-28.750902499069,-29.0365686634004,-29.7429594248537,-28.9975908548109,-28.9104358269903,-29.0231449137051,-29.033481729161,-29.0980559320184,-29.4452939234347,-30.1997581000706,-30.1120470627386,-29.8771020730835,-30.5194196266115,-29.7520264930211,-27.7082233923141,-29.4446097718288,-28.9402782176974,-29.0445689750802,-28.2753828725682,-29.5916341935872,-28.3602718556665,-29.5526547473631,-29.6059085467981,-28.8586717926915,-27.8391372331254,-28.3364480470456,-28.9910888236269,-28.9343271327301,-28.7150822613376,-29.4055988255397,-29.8214838432455,-29.0073833222003,-29.4961081520383,-29.6079669501391,-29.7031841803737,-29.213982954227,-28.1742053031741,-28.6350804424207,-29.0966343302943,-27.7658251701665,-29.1760108107444,-28.6049587795982,-29.2403188715753,-29.109149322934,-28.8489257924087,-29.1662276420666,-29.1104452731865,-27.7784369967182,-29.2748600314691,-28.8186034642828,-29.6060204532039,-29.0412827301238,-28.0042209913558,-29.2856564417679,-29.4431572508722,-29.2489313159352,-28.3908055609831,-29.1925226898867,-28.8065694346863,-28.8761380243074,-27.5065961707482,-28.8112208050356,-28.5002421593531,-28.3815878371036,-29.6189812286155,-29.0232650991295,-28.3841820907768,-28.6196247068146,-30.0497798250301,-30.1142660174869,-28.7831907518507,-29.5818638519079,-29.0019829530341,-29.3571808037489,-27.7576654855779,-28.260212844377,-29.3153253313755,-29.2747391556092,-29.2051263623299,-28.7101792559985,-28.2619933480785,-29.348760077274,-29.8579955735592,-29.1817799686479,-28.8622750111684,-29.6248674237143,-29.94499133457,-29.3088174289785,-28.2568165029855,-28.7151752247186,-28.7997170411333,-29.1903197538045,-29.0223029432628,-29.0017942779345,-29.1640484753632,-27.6995063365567,-28.7487844058306,-29.6793124806232,-28.8445879037523,-29.578520960967,-29.6487665736315,-29.8106742102055,-29.4393408424047,-29.626667843077,-28.700724092251,-28.8895716171781,-28.4437823944425,-28.7889614500353,-29.1147472059518,-27.9233265194971,-29.1420814504216,-28.5511301818975,-29.3420304610405,-29.4479353954148,-29.8922503482649,-28.8507316343237,-29.5240128164231,-28.9799616539153,-28.5032263746451,-29.7029087183847,-29.1282200392414,-29.3033430109546,-27.8106764964796,-29.5320945328566,-29.2444889809277,-28.5683025064701,-30.7068375259727,-29.7605690846045,-28.5112350888711,-28.672779948055,-28.4772845691338,-28.8057457498401,-30.5220148890568,-29.7036147209468,-29.7537943745688,-29.5727016400077,-28.9882536679292,-30.4667152343023,-28.7286721907239,-29.9545861672966,-29.3513938383806,-29.2251330044398,-28.4181654123627,-30.0652129627006,-29.6425805262201,-29.5429191660111,-29.724279260058,-28.5437572274789,-29.0000057564499,-28.9386548706865,-29.0049006419966,-29.3195720027814,-28.7292383907307,-29.1807980560832,-29.347898092983,-27.7805355591775,-29.2461029808543,-29.7173413385481,-28.5324374046551,-28.6663728137511,-29.7574624786426,-29.3799468561479,-30.019586701215,-29.9199739649027,-28.9753167326995,-29.4011119705756,-28.6314786709997,-29.5791767903474,-28.2373939022797,-28.5230374236055,-28.5373152380007,-28.9547160623278,-28.2279927422913,-28.6171148938871,-29.5396351722685,-27.7589379517125,-28.4984296231217,-29.8125424788766,-28.5328937227716,-27.8891681335599,-29.8778100319698,-28.609927122937,-30.146688639558,-28.9079343499653,-28.8380446375664,-28.5820155965828,-28.7522710981001,-29.3240362502224,-29.7217175852169,-28.4375343050664,-28.4808129468318,-30.2894024300087,-29.2139370100311,-29.2226249689527,-28.9074191608493,-29.990823331214,-28.6073941515216,-28.3793309931692,-29.7469483595635,-29.5602822044871,-28.7773411047858,-29.8816070323922,-29.581828512054,-28.9949687194398,-28.0951564548705,-28.2673090422985,-29.3586180415262,-28.7229363901242,-29.1185097617037,-29.6829141478531,-29.0556815066203,-29.1994067956111,-30.3940249933791,-28.7745582240825,-28.6453127122342,-28.9349103886601,-28.646453940514,-29.3653045440683,-29.5949016664741,-29.0671076491722,-29.593902256123,-29.2155826330784,-29.2027412535375
3,-25.0823595152725,-25.2636756506561,-25.141430233852,-25.7456938571067,-25.8991485822612,-26.6598346863936,-26.6734440778794,-26.7073902486279,-26.5598306387635,-26.7336923696253,-26.1711352635362,-26.3858170598548,-26.5745091018935,-26.5912202636707,-26.7906243196881,-26.2241210775399,-26.0136085306398,-25.5636113803305,-24.3076828917386,-26.0762867202275,-24.7088413013116,-25.5834696497869,-25.5550229404502,-26.2160213833945,-24.9285347421436,-24.1307590435072,-25.3958906217881,-25.3949086211734,-26.0043300523281,-25.3197700533217,-26.2569802513339,-26.0259580558316,-25.8631531875125,-25.4570316151438,-25.9310386514688,-25.540949616084,-25.839198274679,-26.0196590353823,-25.2108283842925,-25.8680855885118,-25.7089677333842,-24.8059103809458,-25.0019152318391,-25.4773706793129,-26.2103644242453,-25.5311413435414,-25.1893508363814,-26.413618813464,-24.8102032680373,-24.9148420914287,-25.462119397112,-24.5433324812941,-24.6583338604126,-25.583720397941,-25.1149427857699,-25.705057084445,-25.1109364721424,-24.8008133695046,-25.6117899294831,-26.0721503587206,-24.9685071508467,-25.2153243832288,-25.9450145495389,-25.4314387321216,-26.2930181333376,-25.1711289905987,-26.7383434070361,-26.2028526580615,-25.2641426713903,-25.1172069244168,-25.0451709086334,-24.6983057878181,-25.948554389457,-24.2380770899276,-25.088005947467,-25.271992748957,-25.0848748457656,-26.4351468019286,-25.9491855066891,-25.3562215694702,-25.5222466547804,-26.262381365169,-25.0200168744953,-25.6317157979006,-25.9891838373617,-25.8070246358073,-24.8046260188317,-25.7809703869395,-25.5689151913954,-25.7493781966694,-25.6221211293627,-26.2045458670831,-24.4446712119013,-24.7169751350635,-25.1421454338123,-26.3435364790231,-25.3379523997949,-26.0911766676085,-24.6653982788498,-25.5779508604632,-26.0039784655751,-25.1256642641812,-25.3031499210809,-25.2259812055411,-24.4161498766923,-25.7548521582355,-25.7619227368353,-25.1310139928056,-25.3975930519668,-25.312871539752,-25.809728586223,-25.9099773080941,-24.7708518469559,-25.831103228315,-25.21768189844,-25.6775299408896,-25.0467517331734,-25.7648428661927,-25.2281579132359,-26.0952257431673,-24.5860533763838,-24.9986768567119,-25.5242071258843,-25.8533745878658,-25.8244225433815,-24.9749823525644,-24.9152602460635,-26.0167058092941,-25.4283752726254,-26.3580140425301,-26.3807798301429,-24.7740963434308,-24.8319014738549,-24.9626502597747,-25.3896862472976,-25.1514307596009,-26.0409984382889,-25.4321217071399,-24.7374172809726,-25.9990015874631,-24.3959558054147,-25.0634661697306,-25.8654411970303,-25.8556504363286,-26.0057420451428,-25.9108118698547,-24.4927802289354,-26.0084313730191,-25.3550728715184,-25.4385140378003,-25.2125047770494,-25.1296726026931,-25.3663006859312,-25.1817602419657,-25.7537832323834,-26.4679228507403,-25.0148479530009,-24.8944010594615,-25.3333387880318,-25.761314079328,-25.2818477358101,-25.5298033354095,-26.1371180940874,-25.8804657503426,-26.1558656571452,-24.5642994118189,-25.3790964005166,-25.4164394448688,-26.2891306866125,-25.8084879872092,-24.3856563809586,-24.9160575727661,-25.1669928916554,-24.6575913557923,-26.3366647715251,-25.7521801731114,-25.6782668084806,-25.4167644707654,-25.2103016847813,-25.4134414366552,-24.4103125168341,-26.0489765979686,-25.5942111226951,-25.6109113787922,-25.4714397885357,-26.1170158367681,-25.7096202425134,-24.9526149291517,-25.7514118496516,-25.7967946946899,-25.9191324493635,-24.9231084263909,-24.6154451560264,-25.6312422408368,-25.5532591281102,-25.5858403229151,-25.1822286508761,-25.3098757831489,-24.38271121071,-25.549263865624,-26.0989188635007,-25.5542006008554,-25.2664246663151,-25.0972149983678,-26.037950327306,-25.2434186099163,-25.8539412690691,-25.1906811562741,-25.0023095144245,-25.6819633867241,-25.0156837833872,-25.9329695906019,-25.1240632259762,-25.5337681029221,-26.3418632898769,-24.8570599271419,-24.8549612974989,-25.0970288745788,-25.9834609052135,-26.1437811048701,-25.1823528640588,-25.0978506059706,-25.8635913340821,-25.1967192899755,-24.9004522310741,-25.5976293382054,-25.555437439437,-26.2886347654164,-26.5961437933828,-24.8813557468041,-25.3866222697004,-25.8235917614976,-26.471827981631,-24.8924040457345,-25.3895193111158,-25.5195192067942,-25.5079354971465,-25.5887255684182,-25.7339066769927,-25.2230843694044,-25.4256139797838,-25.2901174903673,-25.4673744025884,-25.7377427118812
4,-22.9799902800246,-23.1689071388754,-21.9235608669129,-22.7908599419662,-22.6867548288506,-24.0297176248555,-24.3985002468683,-23.6721027955421,-23.8410850259949,-23.8405688730448,-24.3939434446763,-24.132010118524,-23.9565748227808,-24.0278754697401,-22.2303716470707,-22.6860120610616,-22.3389675696817,-22.2474054540889,-22.3761733929045,-22.2216649248467,-22.153977195128,-22.4256353702793,-22.2391961598872,-22.2371435248371,-22.4296289600397,-22.3734449698087,-22.3781794907895,-22.5434869563779,-22.4016946002998,-22.4602224080863,-21.6126499344638,-22.3030475370145,-21.9667635765378,-22.0262583822758,-22.0853920646945,-22.3943322069639,-21.9566018450072,-21.7862137780768,-22.3518582970041,-22.0866437719627,-22.1521643306656,-22.4866663849781,-22.501880231577,-22.1615203015265,-21.7942398307561,-21.9671277367083,-22.4681098141593,-21.6756114436991,-21.9815888952876,-22.3680398701028,-21.7277703558422,-22.2448308064351,-22.4259821472103,-22.283485486568,-22.5793435214021,-22.7367212285558,-22.6281163408482,-22.5292615942642,-22.4443427809911,-21.9669681736087,-22.0682014392207,-21.8405794355645,-22.8513391066138,-21.7114313680617,-22.5113264524445,-21.9594106631489,-22.2961489915344,-22.2475845669683,-21.9431409231577,-22.3044809048452,-22.0708581757042,-22.1804973225396,-21.9069642990133,-22.395180235573,-22.4729421920446,-21.7872342163562,-21.8143423731511,-21.8336571127644,-22.8550358934412,-22.0412880178639,-22.2582422967167,-22.2434311945779,-22.0004178507787,-22.3440695047271,-22.1115481900355,-22.4234501087459,-21.8336691692163,-22.2801729110453,-22.2602550079434,-21.9629493946488,-22.4039390319349,-21.8746245913555,-22.2927864824989,-22.4473368690037,-21.9056877521461,-22.7513881499363,-21.8634125148502,-22.6644953085095,-22.1278589898302,-22.3045461198904,-21.9581790808891,-21.7753359469227,-22.3224855797419,-22.1629288183636,-22.0089297977842,-21.870768145175,-22.5279813245316,-22.2147669899488,-21.8563421222214,-21.6740179194157,-21.9362878459329,-23.1461034100672,-22.781954924542,-22.0933348928965,-21.8459048267996,-22.6970435877044,-21.7212127395351,-22.7452059292128,-22.6643290538663,-22.3604444732018,-22.3868502952573,-22.9344028540828,-22.5483269903614,-22.0245964777837,-22.5945793396155,-22.1004854294836,-22.4608569107625,-21.8242235111059,-22.2224297087972,-22.1260517122543,-22.0678470029149,-22.3121595683995,-21.7576709651361,-22.2526956803921,-22.0773253483621,-21.8694442774385,-22.6719492488044,-22.2211043453555,-22.2380282188233,-22.1308360210145,-22.2652107656135,-22.8722654495515,-22.3797403904297,-22.1607290809797,-22.4092446362013,-22.1645249989279,-22.3995754048329,-22.1859943423373,-22.3445687264223,-22.333730279897,-22.3370667369332,-22.4458155589759,-21.7261236570386,-22.4000869430858,-22.73402731251,-22.3762318587995,-22.4108904389571,-22.2382522945932,-22.2347812619243,-22.4369294738456,-22.188487724373,-22.189077809796,-22.7023582566878,-21.6940282143641,-22.4414935248526,-22.6196564764008,-21.9695609731493,-22.7826642976727,-21.5435115102198,-22.2403732647251,-21.7586581156311,-22.1986015506953,-22.5711594744453,-22.5382515113541,-22.3098440485002,-22.3853698103623,-21.6424458417496,-22.5405329408669,-22.1151033998097,-22.0002806281134,-22.2033581426403,-22.0921261933476,-22.6432166620402,-22.6661909277566,-22.4335875825301,-22.2726372891774,-22.3756293315027,-21.9704017433391,-22.3607877262291,-22.2048823321624,-22.2757204008133,-21.7277619879292,-22.1276448243229,-21.8890240143509,-22.4538613725936,-22.8222275528393,-22.2269533097511,-22.5275304460923,-22.2959879889825,-22.5745855436894,-22.0068036513725,-22.5725930514687,-22.2752937465597,-22.4420267718796,-22.351223776099,-22.6855641846984,-22.2788501589186,-22.1217479367756,-22.4070174236261,-22.4018268118433,-22.2911373364796,-22.9345100732647,-22.3352811772705,-22.5030895137904,-22.1133371852202,-22.0862093454899,-22.2778831619629,-22.1773495612261,-22.4463196592626,-21.9733260322215,-22.3192035562694,-22.265860617926,-22.4646514408149,-22.3066310197294,-22.1660665983206,-21.9974384121354,-23.1098066313486,-22.81058270754,-22.1400198710705,-22.4941571450053,-22.4114497459561,-22.2266085300587,-22.3941500509963,-22.2839615450603,-21.973539174224,-22.7802297786951,-21.9782448785229,-22.3666383055335,-22.7508022760946,-21.5364204432599,-22.1775673690287,-22.1723923290785,-21.5525537365918,-22.2194305295213
5,-23.2184972015718,-23.3039600333735,-23.4018656815537,-23.8163272347873,-23.2222232237348,-24.5290863279985,-24.6360473893935,-24.8200606454734,-25.6788604066364,-24.6252824950875,-24.8271580885474,-25.0296464330525,-24.4005496565531,-25.3794390331823,-23.9183940091642,-23.1462400131741,-23.1693719332226,-22.938175787195,-23.4908235503226,-23.7107834373435,-23.5281364695455,-23.5934833839217,-22.8389847546925,-23.3583154784041,-23.6707951175439,-23.109387767536,-23.3823000842937,-22.8350292233201,-23.4606511947224,-23.3776755246796,-23.2858891405606,-23.4750477475337,-22.7235671216038,-22.8535320985407,-22.9558067412135,-23.2737047589173,-23.4431953570304,-23.3570125992653,-23.4499020056003,-23.1800061800522,-23.0012030983652,-23.5713812910417,-23.5351934014399,-22.7559468763773,-23.4076134176405,-22.7531545381227,-22.9478477309584,-23.2128394458788,-23.1357306419833,-23.559143857714,-23.6969516142014,-23.3819336820701,-23.3178631208262,-23.3608364773555,-22.8684947472122,-22.7101303484823,-23.4122149141642,-22.9877479007509,-23.0963766562114,-22.3624505607518,-23.4855074627569,-23.0657989011297,-22.5117308540012,-23.4092230309151,-22.7802817572272,-23.7431191742709,-23.6337294423746,-23.2120923374804,-23.0500346728701,-23.1087241407358,-23.6092523323423,-23.1624976592195,-23.112809995429,-23.1414311527682,-23.1104615607225,-22.7827242067475,-22.7394223218132,-22.8975580826426,-23.1658293954468,-22.1478168388569,-23.230587411422,-23.5848621547648,-23.3845193725238,-23.4450644216644,-23.4671725625374,-22.9266624848991,-22.9983531886007,-22.8198386347398,-23.2778158806587,-23.4854551336931,-23.0724899800995,-23.2020560361185,-23.3335223887054,-23.1633031218016,-22.8017322714799,-23.2927596559743,-23.7093824443293,-23.2045991860458,-23.2690331556929,-22.7044648215101,-22.9102898865779,-23.2943454627543,-23.1001125863948,-22.9526546742442,-22.934086257406,-23.5669048005417,-23.2680370055825,-23.1073524858489,-23.0235438728728,-23.3473548549377,-23.1970432729657,-22.7725881944013,-22.9282415102937,-22.9854220716911,-23.0035528333336,-23.1970635945278,-23.3434722081641,-23.0486759318431,-23.1162733662206,-22.7913818264352,-23.4199212959267,-23.6531177986057,-23.1062977748668,-23.5601006268677,-23.0810262182015,-23.0433029916846,-22.9162809853523,-23.340138462851,-22.8465114626303,-23.1314064025706,-22.768157872734,-23.7136750618363,-23.2856601672215,-22.9207012099725,-23.0014249221032,-23.043140541474,-22.9281547153959,-23.2952263269676,-23.2325959056576,-22.5144569879883,-22.8192857368666,-23.0082200709521,-22.5924419312319,-22.8589962759668,-23.0859982627485,-22.7420593881418,-23.0823267901232,-23.2714577147545,-22.9008274332239,-22.9447338318573,-23.6635545173428,-23.5914253194874,-23.6266809232698,-23.1941028715979,-23.794653818402,-23.7382679512556,-23.1565040630201,-23.0718265451532,-22.9049712434778,-23.1957379980643,-23.6916792931011,-22.3500206194622,-23.3758778335983,-23.7332999058015,-23.3173315268909,-23.1649467954402,-23.3399991732769,-22.8938480566888,-23.3351796218063,-23.0508923613297,-22.8152544311754,-23.7900338382454,-23.1051236974515,-23.6964372587103,-23.5161588054194,-23.7216909414711,-22.7827398511365,-23.1490049041276,-22.741954410689,-22.9694392769944,-24.1790379697052,-23.4754256318549,-23.3989638663887,-23.335222406564,-23.5278460095635,-23.1350741366154,-22.7376990683882,-23.2874870508918,-23.3547668294031,-22.9428079432378,-23.6077117256601,-23.3850867972545,-23.0245717655985,-23.1452840277037,-22.6844027507556,-23.44939505265,-23.1047536010056,-23.1108366289035,-23.3065490581425,-23.0968485973963,-23.2476912986752,-22.8642105629208,-23.671670732644,-23.5527968756302,-23.5305304756374,-23.419125705032,-22.9603006276633,-23.5321165871395,-22.9276403347741,-22.6836276350297,-23.1687984497709,-22.8422014998355,-22.9655721038351,-23.1860611904358,-23.5566275389883,-22.9485278831474,-23.1374071856761,-23.3170876036186,-23.1524174563184,-23.7523886075784,-23.4282154772436,-23.4967299170137,-23.2304663231643,-23.878050691897,-23.6958097335494,-23.2468120865731,-23.4200976413943,-23.8367319888731,-23.3494097410628,-22.6920324437766,-23.0574616754983,-23.5600469785322,-23.0088845094921,-22.4544052935034,-22.9831040116634,-23.0204462769198,-23.0908224895174,-22.8793650985932,-23.3589522818753,-23.7061743850479,-23.1567218240146,-23.614795401855,-23.7530189518566,-23.1630324049901
