PeriodId,WhoDo-819
1,600
2,21.73913043
3,83.63636364
4,75
5,-6.686046512
6,23.10756972
7,78.35820896
8,327.9069767
9,112.6984127
10,67.83919598
11,35.49618321
12,44.60431655
13,76.74418605
14,46.6442953
15,80.43478261
16,91.55405405
17,52.21674877
18,52.31481481
19,47.17741935
20,44.21768707
median,60.0770054
