PeriodId,WhoDo-819
1,2.048188404
2,8.615477602
3,16.83352816
4,16.89062987
5,10.2668108
6,7.735465563
7,8.076648627
8,4.647549906
9,5.286361672
10,4.62559719
11,1.96962472
12,9.784819112
13,6.120924713
14,5.757244823
15,5.518819501
16,3.312569219
17,6.430102979
18,3.642666784
19,2.008174523
20,3.325461755
median,5.638032162
