PeriodId,SofiaWithBirdLoadWork-20933
8,0
9,0
10,-10
11,-12
12,-12.5
13,-45.83333333
14,-30.08849558
15,-37.64705882
16,-47.58064516
17,-49.01960784
18,-24.26035503
19,-15.38461538
20,-12.64108352
21,-11.69491525
22,-12.66891892
23,-11.65644172
24,-18.956743
25,-20.75782537
26,-19.55085865
27,-19.68085106
29,-25.78616352
30,-25.03725782
31,-23.33600642
32,-16.07843137
33,-15.31151003
34,-24.72727273
35,-22.79151943
36,-27.66570605
median,-19.61585486
