PeriodId,SofiaWithBirdLoadWork-20933
3,0
7,0
8,0
9,12.5
10,6.242527587
11,6.813671899
12,49.76243888
13,34.2658132
14,12.83382861
15,1.249916654
16,-0.496972425
17,6.243646813
18,9.277937921
19,3.448215316
20,2.809267715
21,1.778258448
22,2.352723852
23,-0.629116627
24,0.054942555
25,-0.787956088
26,-1.552119088
27,-1.281970841
28,1.099541777
29,3.519876318
30,2.062374061
31,0.683484314
32,0.044883827
33,-0.45759001
34,2.299326554
35,5.828693145
36,4.656559192
median,2.062374061
