PeriodId,SofiaWithBirdLoadWork-20933
3,0
7,0
8,0
9,0
10,0
11,0
12,12
13,0
14,7.428571429
15,-3.571428571
16,-6.985294118
17,-9.265175719
18,-10.70234114
19,-25.30933633
20,-37.6744186
21,-40.16649324
22,-38.60045147
23,-37.37864078
24,-39.26767677
25,-42.2008547
26,-40.19975031
27,-43.17897372
28,-45.75
29,-37.2859025
30,-40.46242775
31,-29.53692115
32,-31.75965665
33,-29.93348115
34,-20.12820513
35,-25.80645161
36,-20.63492063
median,-25.30933633
